"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_tecnologia","Satisfaccion_trabajo","Satisfaccion_salud"
"48888",7389886,5,72.72,NA,NA,100,71
"48889",7389890,4,54.54,NA,NA,NA,71
"48890",7389890,5,54.54,NA,NA,NA,75
"48891",7389892,2,63.63,40,31,100,67
"48892",7389895,4,63.63,NA,NA,100,71
"48893",7389895,5,63.63,NA,NA,NA,71
"48894",7389900,3,75.75,40,31,100,69
"48895",7389904,2,63.63,NA,NA,NA,71
"48896",7389905,4,81.81,NA,NA,NA,70
"48897",7389907,3,81.81,40,31,100,71
"48898",7389907,4,81.81,40,31,100,71
"48899",7389913,3,63.63,NA,NA,NA,71
"48900",7389915,4,72.72,NA,NA,NA,75
"48901",7389915,5,72.72,40,31,100,66
"48902",7389917,3,72.72,NA,NA,NA,71
"48903",7389917,4,72.72,40,31,100,67.5
"48904",7389921,3,45.45,40,31,100,71
"48905",7389921,4,45.45,40,31,100,71
"48906",7389922,4,45.45,40,31,100,71
"48907",7389927,3,72.72,40,31,100,67
"48908",7389928,2,57.57,NA,NA,NA,60
"48909",7389929,3,69.69,NA,NA,NA,76
"48910",7389953,2,57.57,NA,NA,NA,71
"48911",7389953,3,57.57,40,31,100,67
"48912",7389968,2,75.75,NA,NA,NA,71
"48913",7389969,3,75.75,NA,NA,NA,71
"48914",7389974,2,75.75,40,31,100,71
"48915",7389976,2,81.81,NA,NA,NA,71
"48916",7389994,3,63.63,40,31,100,71
"48917",7389997,2,72.72,NA,NA,100,71
"48918",7389997,3,72.72,40,31,100,71
"48919",7389998,3,72.72,NA,NA,NA,71
"48920",7390000,3,60.6,40,31,100,71
"48921",7390006,4,72.72,NA,NA,NA,71
"48922",7390008,2,63.63,40,31,100,71
"48923",7390010,3,63.63,NA,NA,NA,69
"48924",7390013,2,72.72,NA,NA,NA,71
"48925",7390014,2,72.72,40,31,100,71
"48926",7390018,2,63.63,40,31,100,71
"48927",7390023,2,60.6,40,31,100,67
"48928",7390023,3,60.6,NA,NA,NA,67
"48929",7390026,3,63.63,NA,NA,NA,71
"48930",7390027,2,72.72,NA,NA,100,73
"48931",7390030,3,72.72,40,31,100,75
"48932",7390036,4,72.72,40,31,100,75
"48933",7390044,2,81.81,NA,NA,100,71
"48934",7390044,3,81.81,NA,NA,NA,70
"48935",7390047,3,90.9,NA,NA,100,68
"48936",7390052,2,90.9,NA,NA,NA,70
"48937",7390052,3,90.9,NA,NA,NA,75
"48938",7390053,3,81.81,NA,NA,NA,67
"48939",7390053,4,81.81,NA,NA,NA,71
"48940",7390054,4,84.84,NA,NA,NA,71
"48941",7390055,3,75.75,40,31,100,71
"48942",7390056,3,90.9,40,31,100,69
"48943",7390063,2,99.99,NA,NA,NA,71
"48944",7390063,4,99.99,NA,NA,NA,69
"48945",7390063,5,99.99,NA,NA,NA,62
"48946",7390063,6,99.99,40,31,100,69
"48947",7390063,7,99.99,40,31,100,71
"48948",7390066,3,66.66,40,31,100,71
"48949",7390068,3,66.66,NA,NA,NA,63
"48950",7390075,2,90.9,NA,NA,NA,71
"48951",7390085,4,66.66,NA,NA,100,69
"48952",7390085,6,66.66,40,31,100,71
"48953",7390086,3,81.81,NA,NA,NA,73
"48954",7390086,4,81.81,NA,NA,NA,75
"48955",7390086,5,81.81,40,31,100,71
"48956",7390087,5,84.84,40,31,100,71
"48957",7390088,3,69.69,NA,NA,NA,71
"48958",7390088,4,69.69,NA,NA,NA,69
"48959",7390090,3,60.6,NA,NA,NA,71
"48960",7390093,3,33.33,NA,NA,100,71
"48961",7390093,4,33.33,NA,NA,NA,67
"48962",7390096,4,72.72,NA,NA,NA,70
"48963",7390097,5,42.42,40,31,100,75
"48964",7390099,5,78.78,40,31,100,71
"48965",7390099,6,78.78,40,31,100,71
"48966",7390100,3,78.78,NA,NA,NA,71
"48967",7390100,4,78.78,40,31,100,71
"48968",7390102,6,75.75,NA,NA,NA,69
"48969",7390102,7,75.75,NA,NA,NA,75
"48970",7390104,3,90.9,40,31,100,69
"48971",7390107,4,69.69,NA,NA,NA,69
"48972",7390108,2,78.78,NA,NA,NA,69
"48973",7390113,3,81.81,40,NA,100,71
"48974",7390118,3,75.75,40,31,100,75
"48975",7390119,3,27.27,40,31,100,71
"48976",7390120,5,60.6,40,31,100,71
"48977",7390120,6,60.6,40,31,100,61.5
"48978",7390200,3,78.78,NA,NA,NA,71
"48979",7390206,3,60.6,NA,NA,100,75
"48980",7390207,3,48.48,NA,NA,NA,71
"48981",7390207,4,48.48,NA,NA,NA,67
"48982",7390207,5,48.48,NA,NA,NA,68
"48983",7390209,4,69.69,NA,NA,NA,71
"48984",7390211,4,69.69,NA,NA,NA,56
"48985",7390214,3,69.69,40,31,100,71
"48986",7390215,3,69.69,NA,NA,NA,68
"48987",7390215,4,69.69,NA,NA,NA,66
"48988",7390215,5,69.69,40,31,100,75
"48989",7390215,6,69.69,40,31,100,68
"48990",7390217,6,57.57,40,31,100,67
"48991",7390218,4,66.66,NA,NA,100,66
"48992",7390221,3,69.69,NA,NA,NA,71
"48993",7390221,4,69.69,NA,NA,NA,68.5
"48994",7390223,2,60.6,NA,NA,NA,71
"48995",7390225,2,57.57,40,31,100,71
"48996",7390226,2,54.54,NA,NA,NA,75
"48997",7390229,4,66.66,NA,NA,NA,71
"48998",7390229,5,66.66,NA,NA,NA,64.5
"48999",7390229,6,66.66,NA,NA,NA,75
"49000",7390230,2,33.33,NA,NA,NA,75
"49001",7390232,2,48.48,40,31,100,71
"49002",7390234,5,48.48,NA,NA,NA,63
"49003",7390234,6,48.48,NA,NA,NA,67
"49004",7390235,3,63.63,40,31,100,67
"49005",7390236,4,36.36,40,31,100,71
"49006",7390237,4,60.6,NA,NA,100,75
"49007",7390239,3,51.51,40,31,100,67
"49008",7390241,4,60.6,NA,NA,100,68
"49009",7390246,3,63.63,NA,NA,100,67
"49010",7390246,4,63.63,40,31,100,67
"49011",7390257,2,51.51,NA,NA,NA,69
"49012",7390258,3,30.3,NA,NA,NA,66
"49013",7390258,5,30.3,40,31,100,63.5
"49014",7390260,3,30.3,NA,NA,NA,71
"49015",7390260,4,30.3,NA,NA,NA,71
"49016",7390260,5,30.3,40,31,100,71
"49017",7390262,2,60.6,NA,NA,NA,68.5
"49018",7390262,3,60.6,NA,NA,NA,71
"49019",7390263,2,45.45,NA,NA,NA,71
"49020",7390263,3,45.45,NA,NA,100,71
"49021",7390266,4,51.51,40,31,100,71
"49022",7390266,5,51.51,NA,NA,NA,71
"49023",7390266,6,51.51,40,31,100,71
"49024",7390358,4,75.75,40,31,100,71
"49025",7390359,4,81.81,40,31,100,71
"49026",7390363,4,72.72,NA,NA,NA,71
"49027",7390364,2,90.9,40,31,100,71
"49028",7390365,2,72.72,NA,NA,NA,75
"49029",7390366,3,54.54,NA,NA,100,71
"49030",7390366,4,54.54,NA,NA,NA,61.5
"49031",7390367,3,75.75,NA,NA,NA,75
"49032",7390367,4,75.75,40,31,100,71
"49033",7390368,3,81.81,NA,NA,NA,71
"49034",7390368,4,81.81,NA,NA,NA,71
"49035",7390377,2,57.57,NA,NA,NA,75
"49036",7390377,3,57.57,NA,NA,NA,75
"49037",7390378,2,53.02,NA,NA,NA,71
"49038",7390378,3,53.02,NA,NA,NA,71
"49039",7390380,4,54.54,NA,NA,NA,64
"49040",7390381,3,57.57,NA,NA,NA,71
"49041",7390381,4,57.57,40,31,100,71
"49042",7390383,3,60.6,NA,NA,NA,71
"49043",7390383,4,60.6,NA,NA,NA,71
"49044",7390383,5,60.6,40,31,100,71
"49045",7390383,6,60.6,40,31,100,75
"49046",7390384,3,57.57,40,31,100,71
"49047",7390393,2,48.48,NA,NA,NA,71
"49048",7390393,3,48.48,NA,NA,NA,71
"49049",7390395,6,54.54,NA,NA,NA,71
"49050",7390397,4,66.66,NA,NA,NA,71
"49051",7390397,5,66.66,NA,NA,NA,67
"49052",7390398,2,57.57,NA,NA,NA,69
"49053",7390400,5,57.57,40,31,100,58
"49054",7390402,3,72.72,NA,NA,NA,58
"49055",7390402,4,72.72,NA,NA,NA,68
"49056",7390402,5,72.72,NA,NA,NA,71
"49057",7390403,2,57.57,NA,NA,NA,71
"49058",7390403,3,57.57,NA,NA,NA,69
"49059",7390403,4,57.57,40,31,100,71
"49060",7390405,4,63.63,NA,NA,100,67
"49061",7390405,5,63.63,NA,NA,NA,71
"49062",7390406,3,51.51,NA,NA,100,71
"49063",7390406,4,51.51,NA,NA,NA,67
"49064",7390410,3,69.69,NA,NA,NA,68
"49065",7390412,2,48.48,40,31,100,71
"49066",7390413,2,69.69,NA,NA,NA,71
"49067",7390413,3,69.69,NA,NA,NA,68
"49068",7390417,2,84.84,40,31,100,71
"49069",7390420,5,78.78,40,31,100,67
"49070",7390421,6,90.9,NA,NA,NA,68
"49071",7390422,3,63.63,NA,NA,NA,75
"49072",7390422,4,63.63,40,31,100,68
"49073",7390428,2,72.72,40,31,100,71
"49074",7390431,2,84.84,NA,NA,NA,75
"49075",7390432,3,51.51,NA,NA,NA,71
"49076",7390432,5,51.51,40,31,100,71
"49077",7390434,4,84.84,NA,NA,NA,71
"49078",7390437,3,87.87,NA,NA,100,71
"49079",7390437,4,87.87,NA,NA,NA,75
"49080",7390438,3,81.81,NA,NA,100,69
"49081",7390440,3,84.84,40,31,100,71
"49082",7390441,4,78.78,40,31,100,71
"49083",7390442,3,72.72,NA,NA,NA,67
"49084",7390445,3,72.72,NA,NA,NA,71
"49085",7390445,4,72.72,40,31,100,69
"49086",7390446,2,72.72,NA,NA,100,67
"49087",7390446,3,72.72,NA,NA,NA,71
"49088",7390446,4,72.72,40,31,100,72
"49089",7390447,2,81.81,40,31,100,67
"49090",7390448,2,72.72,NA,NA,NA,71
"49091",7390448,3,72.72,NA,NA,NA,71
"49092",7390448,4,72.72,40,31,100,71
"49093",7390451,3,81.81,NA,NA,100,68
"49094",7390451,4,81.81,NA,NA,NA,71
"49095",7390451,5,81.81,NA,NA,NA,71
"49096",7390451,6,81.81,NA,NA,NA,70
"49097",7390455,3,72.72,NA,NA,NA,65
"49098",7390456,3,72.72,NA,NA,100,71
"49099",7390456,4,72.72,NA,NA,NA,62
"49100",7390456,5,72.72,40,31,100,74
"49101",7390457,2,81.81,40,31,100,71
"49102",7390458,4,72.72,NA,NA,NA,75
"49103",7390459,4,81.81,NA,NA,NA,67
"49104",7390459,5,81.81,NA,NA,NA,71
"49105",7390460,4,75.75,NA,NA,NA,67
"49106",7390461,2,75.75,40,31,100,74
"49107",7390462,2,36.36,40,31,100,68
"49108",7390463,2,42.42,NA,NA,NA,72
"49109",7390464,2,45.45,40,31,100,76
"49110",7390465,3,36.36,NA,NA,NA,69
"49111",7390465,4,36.36,40,31,100,67
"49112",7390466,4,45.45,NA,NA,NA,71
"49113",7390471,3,36.36,40,31,100,75
"49114",7390475,3,36.36,NA,NA,NA,68
"49115",7390475,4,36.36,NA,NA,NA,68
"49116",7390477,2,27.27,40,31,100,71
"49117",7390485,3,42.42,NA,NA,NA,67
"49118",7390485,4,42.42,40,31,100,75
"49119",7390491,3,36.36,NA,NA,NA,71
"49120",7390500,4,51.51,NA,NA,100,59.5
"49121",7390500,5,51.51,40,31,100,68.5
"49122",7390504,3,60.6,NA,NA,100,71
"49123",7390504,4,60.6,NA,NA,NA,71
"49124",7390504,5,60.6,NA,NA,NA,71
"49125",7390504,6,60.6,40,31,100,71
"49126",7390505,3,54.54,40,31,100,71
"49127",7390514,3,51.51,40,31,100,71
"49128",7390515,3,63.63,NA,NA,100,71
"49129",7390515,4,63.63,NA,NA,NA,71
"49130",7390518,3,63.63,NA,NA,NA,69
"49131",7390519,3,54.54,NA,NA,100,75
"49132",7390519,4,54.54,NA,NA,NA,71
"49133",7390519,5,54.54,NA,NA,NA,71
"49134",7390520,3,60.6,40,31,100,71
"49135",7390523,2,60.6,40,31,100,71
"49136",7390525,4,54.54,NA,NA,100,64
"49137",7390525,5,54.54,NA,NA,NA,67
"49138",7390526,3,60.6,40,31,100,62.5
"49139",7390540,6,63.63,NA,NA,NA,71
"49140",7390541,3,69.69,NA,NA,NA,71
"49141",7390541,4,69.69,40,31,100,67
"49142",7390541,5,69.69,40,31,100,71
"49143",7390542,5,54.54,NA,NA,NA,71
"49144",7390545,4,63.63,NA,NA,NA,71
"49145",7390549,3,66.66,NA,NA,NA,71
"49146",7390554,5,75.75,NA,NA,NA,71
"49147",7390555,2,42.42,40,31,100,75
"49148",7390558,4,39.39,40,31,100,71
"49149",7390559,3,51.51,40,31,100,71
"49150",7390564,5,24.24,NA,NA,100,71
"49151",7390565,3,27.27,NA,NA,100,71
"49152",7390565,4,27.27,40,31,100,71
"49153",7390569,3,57.57,NA,NA,100,71
"49154",7390570,2,48.48,NA,NA,NA,71
"49155",7390570,3,48.48,40,31,100,71
"49156",7390571,4,72.72,NA,NA,NA,71
"49157",7390572,4,66.66,NA,NA,100,71
"49158",7390572,5,66.66,NA,NA,100,71
"49159",7390575,6,57.57,40,31,100,71
"49160",7390576,3,60.6,NA,NA,NA,71
"49161",7390576,4,60.6,40,31,100,71
"49162",7390580,6,42.42,NA,NA,100,71
"49163",7390581,4,75.75,NA,NA,100,71
"49164",7390582,2,60.6,NA,NA,NA,68.5
"49165",7390582,3,60.6,NA,NA,NA,68.5
"49166",7390582,4,60.6,40,31,100,75
"49167",7390583,2,75.75,NA,NA,100,73
"49168",7390584,3,51.51,40,31,100,71
"49169",7390585,3,51.51,NA,NA,NA,67
"49170",7390585,4,51.51,NA,NA,NA,67
"49171",7390588,3,66.66,NA,NA,100,71
"49172",7390588,4,66.66,NA,NA,NA,69
"49173",7390592,2,30.3,NA,NA,NA,71
"49174",7390592,3,30.3,40,31,100,71
"49175",7390594,2,33.33,NA,NA,100,66
"49176",7390594,3,33.33,NA,NA,NA,71
"49177",7390594,4,33.33,40,31,100,71
"49178",7390596,5,15.15,NA,NA,NA,71
"49179",7390599,4,30.3,NA,NA,NA,71
"49180",7390599,6,30.3,40,31,100,53.5
"49181",7390600,3,33.33,NA,NA,NA,63
"49182",7390601,2,18.18,NA,NA,NA,57.5
"49183",7390601,3,18.18,NA,NA,NA,75
"49184",7390601,4,18.18,NA,NA,NA,71
"49185",7390601,5,18.18,40,31,100,71
"49186",7390604,3,24.24,40,31,100,70
"49187",7390604,4,24.24,40,31,100,67
"49188",7390605,4,27.27,NA,NA,NA,67
"49189",7390605,5,27.27,NA,NA,NA,71
"49190",7390605,6,27.27,NA,NA,NA,64.5
"49191",7390605,7,27.27,40,31,100,71
"49192",7390605,8,27.27,40,31,100,68.5
"49193",7390606,4,27.27,NA,NA,NA,70
"49194",7390606,5,27.27,40,31,100,73
"49195",7390608,4,22.72,NA,NA,NA,71
"49196",7390608,5,22.72,NA,NA,NA,71
"49197",7390608,6,22.72,40,31,100,71
"49198",7390608,7,22.72,40,31,100,68
"49199",7390610,3,27.27,40,31,100,67
"49200",7390610,4,27.27,40,31,100,69
"49201",7390614,3,28.78,40,31,100,71
"49202",7390614,4,28.78,40,31,100,71
"49203",7390615,2,30.3,40,31,100,71
"49204",7390616,3,30.3,NA,NA,NA,71
"49205",7390616,4,30.3,NA,NA,NA,67
"49206",7390616,5,30.3,40,31,100,71
"49207",7390616,6,30.3,40,31,100,71
"49208",7390617,3,25.75,NA,NA,100,71
"49209",7390617,4,25.75,NA,NA,NA,69
"49210",7390617,5,25.75,NA,NA,NA,71
"49211",7390617,6,25.75,NA,NA,NA,71
"49212",7390617,7,25.75,40,31,100,71
"49213",7390618,3,27.27,NA,NA,NA,71
"49214",7390618,4,27.27,NA,NA,NA,68
"49215",7390618,5,27.27,40,31,100,68
"49216",7390618,6,27.27,40,31,100,71
"49217",7390620,3,30.3,NA,NA,NA,71
"49218",7390620,4,30.3,NA,NA,NA,71
"49219",7390620,5,30.3,40,31,100,71
"49220",7390620,6,30.3,40,31,100,71
"49221",7390621,3,36.36,NA,NA,NA,71
"49222",7390621,4,36.36,NA,NA,NA,68
"49223",7390621,5,36.36,NA,NA,NA,66
"49224",7390621,6,36.36,40,31,100,69
"49225",7390621,7,36.36,40,31,100,67
"49226",7390623,2,27.27,NA,NA,NA,72
"49227",7390623,3,27.27,NA,NA,NA,71
"49228",7390623,4,27.27,NA,NA,NA,71
"49229",7390625,3,30.3,NA,NA,NA,67
"49230",7390625,4,30.3,NA,NA,NA,71
"49231",7390625,5,30.3,40,31,100,71
"49232",7390626,3,25.75,40,31,100,71
"49233",7390627,4,25.75,NA,NA,NA,71
"49234",7390627,5,25.75,NA,NA,NA,71
"49235",7390628,3,51.51,NA,NA,100,71
"49236",7390628,4,51.51,NA,NA,NA,75
"49237",7390628,5,51.51,NA,NA,NA,71
"49238",7390628,6,51.51,40,31,100,71
"49239",7390629,4,48.48,NA,NA,NA,67
"49240",7390630,2,51.51,40,31,100,71
"49241",7390632,3,15.15,40,31,100,71
"49242",7390632,4,15.15,40,31,100,71
"49243",7390633,3,21.21,NA,NA,100,71
"49244",7390633,4,21.21,NA,NA,NA,71
"49245",7390633,5,21.21,40,31,100,71
"49246",7390633,6,21.21,40,31,100,65
"49247",7390633,7,21.21,40,31,100,71
"49248",7390635,2,13.63,NA,NA,NA,75
"49249",7390635,3,13.63,NA,NA,NA,69
"49250",7390635,4,13.63,40,31,100,67
"49251",7390636,4,27.27,NA,NA,NA,71
"49252",7390636,5,27.27,40,31,100,71
"49253",7390638,3,21.21,NA,NA,NA,70
"49254",7390638,4,21.21,NA,NA,NA,71
"49255",7390638,5,21.21,40,31,100,68
"49256",7390639,3,27.27,40,31,100,69
"49257",7390640,5,18.18,NA,NA,100,75
"49258",7390641,5,24.24,NA,NA,100,71
"49259",7390643,3,15.15,40,31,100,75
"49260",7390644,3,36.36,NA,NA,NA,71
"49261",7390644,4,36.36,40,31,100,67
"49262",7390646,4,30.3,NA,NA,100,67
"49263",7390646,5,30.3,NA,NA,NA,70
"49264",7390647,3,30.3,40,31,100,71
"49265",7390647,4,30.3,40,31,100,66
"49266",7390649,4,36.36,NA,NA,NA,75
"49267",7390652,3,27.27,NA,NA,NA,71
"49268",7390652,4,27.27,40,31,100,67
"49269",7390659,2,30.3,40,31,100,71
"49270",7390660,2,42.42,NA,NA,100,71
"49271",7390661,3,42.42,NA,NA,NA,71.5
"49272",7390664,4,48.48,NA,NA,NA,75
"49273",7390665,2,69.69,NA,NA,NA,75
"49274",7390665,3,69.69,NA,NA,NA,71
"49275",7390665,7,69.69,NA,NA,NA,71
"49276",7390666,6,48.48,NA,NA,NA,71
"49277",7390667,4,66.66,NA,NA,NA,77
"49278",7390668,3,69.69,40,31,100,71
"49279",7390668,4,69.69,NA,NA,100,75
"49280",7390669,3,60.6,40,31,100,76
"49281",7390670,3,57.57,NA,NA,100,75
"49282",7390670,4,57.57,NA,NA,NA,71
"49283",7390670,5,57.57,NA,NA,NA,75
"49284",7390673,3,60.6,40,31,100,71
"49285",7390674,3,54.54,40,31,100,75
"49286",7390675,3,54.54,40,31,100,71
"49287",7390676,5,69.69,40,31,100,71
"49288",7390678,5,51.51,NA,NA,100,71
"49289",7390678,6,51.51,NA,NA,NA,71
"49290",7390679,5,57.57,NA,NA,NA,71
"49291",7390681,4,57.57,40,31,100,71
"49292",7390683,3,69.69,40,31,100,71
"49293",7390684,2,75.75,40,31,100,71
"49294",7390686,3,69.69,40,31,100,71
"49295",7390690,3,60.6,NA,NA,NA,67
"49296",7390693,4,81.81,NA,NA,NA,65
"49297",7390694,2,63.63,NA,NA,NA,71
"49298",7390694,3,63.63,40,31,100,65
"49299",7390694,4,63.63,40,31,100,69
"49300",7390705,4,75.75,NA,NA,NA,71
"49301",7390706,3,69.69,NA,NA,NA,71
"49302",7390709,3,30.3,NA,NA,100,71
"49303",7390709,4,30.3,NA,NA,NA,71
"49304",7390709,5,30.3,40,31,100,63.5
"49305",7390712,2,27.27,NA,NA,NA,71
"49306",7390712,3,27.27,40,31,100,71
"49307",7390712,4,27.27,40,31,100,71
"49308",7390713,4,33.33,NA,NA,100,63.5
"49309",7390713,5,33.33,40,31,100,71
"49310",7390715,2,24.24,NA,NA,NA,71
"49311",7390717,3,18.18,NA,NA,NA,71
"49312",7390717,4,18.18,NA,NA,NA,71
"49313",7390717,5,18.18,40,31,100,71
"49314",7390718,2,27.27,40,31,100,71
"49315",7390719,2,15.15,NA,NA,100,64.5
"49316",7390720,3,24.24,NA,NA,NA,63
"49317",7390720,4,24.24,40,31,100,71
"49318",7390726,3,27.27,NA,NA,NA,71
"49319",7390728,5,27.27,NA,NA,NA,66.5
"49320",7390730,4,42.42,NA,NA,NA,71
"49321",7390731,5,30.3,NA,NA,100,58
"49322",7390733,3,36.36,40,31,100,69
"49323",7390734,3,42.42,40,31,100,75
"49324",7390735,3,30.3,NA,NA,NA,75
"49325",7390735,4,30.3,NA,NA,NA,69
"49326",7390739,3,36.36,40,31,100,71
"49327",7390741,3,30.3,NA,NA,NA,71
"49328",7390741,4,30.3,NA,NA,NA,71
"49329",7390741,5,30.3,40,31,100,71
"49330",7390743,5,21.21,NA,NA,NA,71
"49331",7390744,3,39.39,NA,NA,NA,67
"49332",7390746,3,30.3,NA,NA,NA,67
"49333",7390746,4,30.3,40,31,100,75
"49334",7390747,2,42.42,NA,NA,NA,67
"49335",7390753,4,10.6,NA,NA,NA,71
"49336",7390753,5,10.6,40,31,100,73
"49337",7390754,3,21.21,NA,NA,NA,62
"49338",7390754,4,21.21,NA,NA,NA,68
"49339",7390756,3,18.18,40,31,100,71
"49340",7390756,4,18.18,40,31,100,70
"49341",7390757,2,15.15,NA,NA,NA,71
"49342",7390757,3,15.15,40,31,100,76
"49343",7390761,3,31.81,40,31,100,72.5
"49344",7390763,3,31.81,NA,NA,NA,75
"49345",7390771,4,30.3,NA,NA,NA,69
"49346",7390771,5,30.3,40,31,100,69
"49347",7390771,6,30.3,40,31,100,71
"49348",7390773,2,30.3,NA,NA,NA,75
"49349",7390773,3,30.3,40,31,100,71
"49350",7390777,2,39.39,NA,NA,100,65
"49351",7390777,3,39.39,NA,NA,NA,76
"49352",7390777,4,39.39,40,31,100,72
"49353",7390777,5,39.39,40,31,100,75
"49354",7390778,3,30.3,NA,NA,NA,71
"49355",7390778,4,30.3,NA,NA,NA,71
"49356",7390778,5,30.3,40,31,100,75
"49357",7390780,3,42.42,40,31,100,75
"49358",7390784,2,33.33,40,31,100,73
"49359",7390785,2,30.3,40,31,100,71
"49360",7390787,2,30.3,NA,NA,NA,67
"49361",7390787,3,30.3,NA,NA,NA,75
"49362",7390788,3,18.18,NA,NA,NA,69
"49363",7390788,4,18.18,NA,NA,NA,67
"49364",7390788,5,18.18,40,31,100,68.5
"49365",7390791,3,21.21,40,31,100,71
"49366",7390792,3,21.21,NA,NA,NA,68
"49367",7390792,4,21.21,NA,NA,NA,68
"49368",7390792,5,21.21,NA,NA,NA,71
"49369",7390794,2,18.18,NA,NA,NA,71
"49370",7390794,3,18.18,NA,NA,NA,71
"49371",7390794,4,18.18,40,31,100,71
"49372",7390794,5,18.18,40,31,100,71
"49373",7390795,3,15.15,NA,NA,NA,71
"49374",7390795,4,15.15,NA,NA,NA,71
"49375",7390795,5,15.15,40,31,100,71
"49376",7390795,6,15.15,40,31,100,71
"49377",7390796,3,22.72,NA,NA,NA,71
"49378",7390796,4,22.72,NA,NA,NA,71
"49379",7390797,4,27.27,NA,NA,100,71
"49380",7390797,5,27.27,NA,NA,NA,69
"49381",7390799,3,22.72,NA,NA,NA,67
"49382",7390799,4,22.72,NA,NA,NA,71
"49383",7390799,5,22.72,NA,NA,NA,67
"49384",7390799,6,22.72,40,31,100,71
"49385",7390800,5,27.27,NA,NA,NA,71
"49386",7390801,3,27.27,NA,NA,100,71
"49387",7390801,4,27.27,NA,NA,NA,67
"49388",7390801,5,27.27,40,31,100,67
"49389",7390803,3,27.27,NA,NA,NA,67
"49390",7390803,4,27.27,NA,NA,NA,71
"49391",7390803,5,27.27,40,31,100,71
"49392",7390804,3,27.27,40,31,100,71
"49393",7390805,4,30.3,NA,NA,NA,71
"49394",7390807,6,27.27,NA,NA,NA,71
"49395",7390807,7,27.27,NA,NA,NA,69
"49396",7390807,8,27.27,40,31,100,69
"49397",7390807,9,27.27,40,31,100,71
"49398",7390810,3,27.27,NA,NA,NA,71
"49399",7390810,4,27.27,40,31,100,71
"49400",7390811,4,28.78,NA,NA,NA,71
"49401",7390811,5,28.78,NA,NA,NA,65
"49402",7390812,3,25.75,40,31,100,67
"49403",7390813,3,30.3,40,31,100,67
"49404",7390814,3,25.75,NA,NA,NA,71
"49405",7390814,4,25.75,40,31,100,67
"49406",7390815,4,19.69,NA,NA,NA,75
"49407",7390816,3,28.78,40,31,100,71
"49408",7390817,3,22.72,NA,NA,NA,71
"49409",7390817,4,22.72,NA,NA,NA,71
"49410",7390817,5,22.72,40,31,100,67
"49411",7390817,6,22.72,40,31,100,71
"49412",7390818,3,28.78,40,31,100,75
"49413",7390828,3,81.81,40,31,100,71
"49414",7390842,3,84.84,40,31,100,71
"49415",7390844,4,78.78,NA,NA,NA,71
"49416",7390855,3,81.81,NA,NA,NA,71
"49417",7390855,4,81.81,40,31,100,75
"49418",7390857,2,72.72,NA,NA,NA,71
"49419",7390857,3,72.72,NA,NA,NA,71
"49420",7390861,4,81.81,NA,NA,NA,69
"49421",7390861,5,81.81,NA,NA,NA,69
"49422",7390874,4,69.69,40,31,100,75
"49423",7390887,3,84.84,40,31,100,71
"49424",7390889,3,84.84,NA,NA,NA,54
"49425",7390889,4,84.84,NA,NA,NA,67
"49426",7390890,6,78.78,NA,NA,100,75
"49427",7390890,7,78.78,NA,NA,NA,73
"49428",7390895,3,75.75,NA,NA,NA,69
"49429",7390901,3,81.81,40,31,100,67
"49430",7390926,3,81.81,NA,NA,NA,69
"49431",7390932,3,69.69,NA,NA,NA,67
"49432",7390932,4,69.69,40,31,100,75
"49433",7390933,4,87.87,40,31,100,71
"49434",7390934,3,69.69,40,31,100,72
"49435",7390937,3,66.66,40,31,100,71
"49436",7390938,3,81.81,NA,NA,NA,71
"49437",7390939,4,63.63,40,31,100,71
"49438",7390944,5,63.63,NA,NA,NA,71
"49439",7390944,6,63.63,40,31,100,67
"49440",7390950,3,75.75,40,31,100,71
"49441",7390968,4,63.63,NA,NA,NA,69
"49442",7390990,4,72.72,NA,NA,100,44
"49443",7390994,6,36.36,NA,NA,NA,71
"49444",7390994,7,36.36,NA,NA,NA,71
"49445",7390994,8,36.36,40,31,100,59.5
"49446",7390995,3,33.33,NA,NA,NA,71
"49447",7390995,4,33.33,NA,NA,NA,57.5
"49448",7390995,5,33.33,NA,NA,NA,55.5
"49449",7390995,8,33.33,NA,NA,NA,66
"49450",7390995,9,33.33,NA,NA,NA,71
"49451",7390995,10,33.33,40,31,100,71
"49452",7390996,5,49.99,NA,NA,NA,71
"49453",7390996,6,49.99,40,31,100,67
"49454",7390996,9,49.99,40,31,100,71
"49455",7390996,10,49.99,40,31,100,71
"49456",7390996,11,49.99,NA,NA,NA,71
"49457",7390996,12,49.99,NA,NA,NA,71
"49458",7390997,5,45.45,NA,NA,NA,71
"49459",7390997,6,45.45,NA,NA,NA,71
"49460",7390997,7,45.45,NA,NA,NA,75
"49461",7390997,12,45.45,NA,NA,NA,65
"49462",7390997,13,45.45,NA,NA,NA,71
"49463",7390997,14,45.45,40,31,100,71
"49464",7390997,18,45.45,NA,NA,NA,71
"49465",7390998,5,45.45,NA,NA,NA,75
"49466",7390998,6,45.45,NA,NA,NA,71
"49467",7390998,7,45.45,40,31,100,69
"49468",7390998,8,45.45,40,31,100,71
"49469",7390998,11,45.45,40,31,100,63
"49470",7390999,6,45.45,NA,NA,NA,71
