"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_tecnologia","Satisfaccion_trabajo","Satisfaccion_salud"
"6008",7259285,4,57.57,48,0,70,75
"6009",7259287,2,54.54,40,1,100,68.5
"6010",7259293,4,75.75,48,3,100,71
"6011",7259304,4,72.72,40,3,100,72
"6012",7259305,3,78.78,40,31,100,69
"6013",7259309,5,57.57,64,0,70,75
"6014",7259326,3,54.54,64,25,100,69
"6015",7259328,3,51.51,48,25,100,75
"6016",7259329,4,57.57,40,31,100,75
"6017",7259331,4,36.36,48,3,100,73
"6018",7259335,2,81.81,48,3,100,71
"6019",7259340,3,87.87,40,31,100,71
"6020",7259344,4,63.63,48,23,100,71
"6021",7259345,3,78.78,28,23,100,69
"6022",7259345,4,78.78,40,31,100,69.5
"6023",7259346,5,45.45,48,16,100,71
"6024",7259346,6,45.45,48,16,100,67
"6025",7259346,7,45.45,40,31,100,71
"6026",7259350,4,48.48,48,24,100,68.5
"6027",7259354,3,66.66,48,26,100,66
"6028",7259354,4,66.66,64,1,100,68
"6029",7259361,3,69.69,40,46,100,71
"6030",7259361,4,69.69,40,31,100,68
"6031",7259366,3,72.72,40,31,100,71
"6032",7259367,4,42.42,48,3,100,71
"6033",7259373,4,33.33,48,3,100,76
"6034",7259377,5,36.36,48,1,100,69
"6035",7259380,3,72.72,40,31,100,71
"6036",7259381,4,75.75,48,16,100,71
"6037",7259383,3,51.51,48,3,100,70
"6038",7259384,5,48.48,48,16,100,75
"6039",7259386,3,72.72,40,31,100,71
"6040",7259388,3,66.66,40,31,100,71
"6041",7259391,3,75.75,32,3,100,71
"6042",7259391,4,75.75,40,31,100,68
"6043",7259392,3,72.72,40,31,100,69
"6044",7259395,3,51.51,40,31,100,75
"6045",7259397,4,69.69,40,31,100,71
"6046",7259398,4,51.51,48,16,100,67
"6047",7259405,3,54.54,40,31,100,71
"6048",7259418,4,51.51,48,3,100,64.5
"6049",7259418,5,51.51,40,31,100,70
"6050",7259421,3,69.69,40,31,100,75
"6051",7259424,5,81.81,40,30,100,71
"6052",7259425,3,78.78,48,30,70,72
"6053",7259429,2,80.29,40,31,100,68
"6054",7259432,2,75.75,48,78,100,71
"6055",7259439,3,78.78,48,44,100,71
"6056",7259439,4,78.78,40,31,100,72
"6057",7259440,4,72.72,48,54,100,67
"6058",7259440,5,72.72,40,60,100,72.5
"6059",7259440,7,72.72,40,16,100,75
"6060",7259441,5,81.81,40,31,100,69
"6061",7259443,4,78.78,24,60,100,69
"6062",7259444,5,81.81,48,30,100,76
"6063",7259446,5,72.72,40,31,100,75
"6064",7259452,3,72.72,48,1,100,75
"6065",7259452,4,72.72,40,31,100,66
"6066",7259453,2,72.72,40,31,100,66
"6067",7259455,3,63.63,48,0,100,75
"6068",7259459,3,60.6,48,3,100,71
"6069",7259467,4,69.69,48,16,100,67
"6070",7259470,7,78.78,40,31,100,71
"6071",7259472,3,63.63,40,16,100,71
"6072",7259472,4,63.63,40,31,100,71
"6073",7259473,4,78.78,48,27,100,70
"6074",7259479,3,72.72,48,32,100,70
"6075",7259479,4,72.72,48,56,100,72
"6076",7259480,4,63.63,48,16,100,72
"6077",7259481,4,63.63,48,29,100,71
"6078",7259484,3,63.63,48,16,100,67
"6079",7259485,2,63.63,64,38,100,71
"6080",7259486,3,69.69,48,32,100,71
"6081",7259490,3,57.57,64,26,25,75
"6082",7259490,4,57.57,48,36,100,71
"6083",7259491,4,57.57,48,33,100,75
"6084",7259491,5,57.57,48,34,100,75
"6085",7259492,3,54.54,40,31,100,75
"6086",7259493,4,54.54,64,16,100,70
"6087",7259494,3,51.51,28,23,100,75
"6088",7259495,3,54.54,32,3,100,69
"6089",7259495,4,54.54,32,77,70,75
"6090",7259497,3,51.51,40,31,100,75
"6091",7259503,5,63.63,40,31,100,67
"6092",7259503,6,63.63,40,31,100,67
"6093",7259505,3,54.54,64,24,100,68
"6094",7259505,4,54.54,32,24,100,67
"6095",7259507,2,72.72,32,32,100,71
"6096",7259508,3,69.69,32,36,100,68
"6097",7259508,4,69.69,40,31,100,71
"6098",7259510,3,69.69,14,61,100,72
"6099",7259510,5,69.69,40,31,100,72
"6100",7259511,5,63.63,64,28,100,71
"6101",7259513,3,48.48,24,29,100,68
"6102",7259513,4,48.48,40,31,100,67
"6103",7259522,6,45.45,40,31,100,71
"6104",7259526,3,48.48,20,58,100,71
"6105",7259526,4,48.48,40,31,100,62
"6106",7259529,3,78.78,64,42,100,71
"6107",7259534,4,81.81,48,45,100,71
"6108",7259535,5,81.81,48,60,100,69
"6109",7259536,3,78.78,32,28,100,71
"6110",7259544,4,48.48,32,43,100,75
"6111",7259544,6,48.48,32,66,60,72
"6112",7259546,4,36.36,40,31,100,71
"6113",7259547,3,45.45,32,52,100,75
"6114",7259549,3,33.33,32,34,100,75
"6115",7259549,4,33.33,40,31,100,75
"6116",7259550,3,39.39,32,30,100,66.5
"6117",7259551,3,51.51,32,30,100,72.5
"6118",7259551,4,51.51,40,31,100,67
"6119",7259553,4,27.27,56,65,100,69
"6120",7259553,5,27.27,40,31,100,71
"6121",7259554,3,45.45,56,3,100,67
"6122",7259554,4,45.45,40,31,100,67
"6123",7259557,4,45.45,48,21,100,71
"6124",7259564,2,51.51,48,31,70,68
"6125",7259564,4,51.51,40,31,100,75
"6126",7259564,6,51.51,40,31,100,66
"6127",7259565,3,42.42,48,32,100,66
"6128",7259567,2,39.39,56,30,100,64.5
"6129",7259571,3,42.42,56,30,100,71
"6130",7259571,4,42.42,56,58,100,75
"6131",7259572,2,39.39,56,8,100,71
"6132",7259578,2,63.63,24,34,100,67
"6133",7259579,3,30.3,24,1,100,67
"6134",7259579,4,30.3,56,30,100,75
"6135",7259580,3,27.27,40,31,100,71
"6136",7259584,4,78.78,14,40,60,65
"6137",7259587,2,59.08,32,64,100,71
"6138",7259587,3,59.08,40,31,100,71
"6139",7259588,3,66.66,24,62,100,75
"6140",7259590,4,69.69,56,27,100,46
"6141",7259592,3,65.14,40,31,100,65
"6142",7259597,3,31.81,56,23,100,69
"6143",7259597,4,31.81,40,31,100,71
"6144",7259602,4,39.39,48,24,100,75
"6145",7259604,3,63.63,48,28,100,75
"6146",7259614,2,51.51,48,7,100,67
"6147",7259615,3,45.45,48,16,100,71
"6148",7259616,3,54.54,48,3,100,71
"6149",7259618,3,45.45,40,31,100,71
"6150",7259618,4,45.45,40,31,100,75
"6151",7259623,4,63.63,32,28,100,73
"6152",7259625,3,51.51,32,3,100,58
"6153",7259625,4,51.51,40,31,100,70
"6154",7259631,3,48.48,32,0,100,66
"6155",7259637,3,45.45,32,6,100,71
"6156",7259638,4,51.51,40,31,100,67
"6157",7259638,5,51.51,32,3,100,75
"6158",7259639,3,45.45,24,29,100,71
"6159",7259643,3,51.51,40,31,100,71
"6160",7259644,2,51.51,28,27,100,75
"6161",7259647,3,78.78,32,8,100,69
"6162",7259647,4,78.78,48,30,100,72
"6163",7259650,2,54.54,32,30,100,71
"6164",7259650,3,54.54,48,10,100,75
"6165",7259655,3,72.72,32,25,100,71
"6166",7259659,5,78.78,48,25,100,71
"6167",7259664,3,96.96,48,28,100,75
"6168",7259664,4,96.96,48,26,100,71
"6169",7259664,5,96.96,40,31,100,71
"6170",7259665,3,81.81,40,31,100,71
"6171",7259675,3,90.9,48,28,100,58.5
"6172",7259676,3,90.9,48,34,100,71
"6173",7259680,4,69.69,40,31,100,71
"6174",7259683,4,60.6,14,31,100,71
"6175",7259684,4,66.66,48,29,100,75
"6176",7259686,3,60.6,56,23,100,75
"6177",7259687,3,78.78,40,31,100,71
"6178",7259690,3,78.78,48,0,100,75
"6179",7259692,3,90.9,48,23,100,67
"6180",7259692,4,90.9,40,31,100,75
"6181",7259698,3,27.27,40,31,100,72
"6182",7259699,3,42.42,48,0,100,75
"6183",7259699,4,42.42,48,25,100,67
"6184",7259702,3,51.51,48,3,100,72
"6185",7259703,4,24.24,48,23,100,71
"6186",7259703,5,24.24,40,31,100,61
"6187",7259705,4,45.45,64,23,70,58
"6188",7259705,5,45.45,32,3,100,68
"6189",7259706,3,33.33,12,3,70,71
"6190",7259706,4,33.33,48,24,100,71
"6191",7259706,5,33.33,40,31,100,64.5
"6192",7259708,3,28.78,48,3,100,60
"6193",7259709,2,27.27,40,31,100,67
"6194",7259711,4,24.24,48,24,70,71
"6195",7259711,5,24.24,32,3,100,75
"6196",7259711,6,24.24,40,31,100,75
"6197",7259713,5,40.9,40,31,100,75
"6198",7259714,2,45.45,48,28,100,68.5
"6199",7259715,3,30.3,64,28,100,72.5
"6200",7259716,3,27.27,32,60,100,67
"6201",7259716,4,27.27,40,31,100,74
"6202",7259717,3,30.3,48,22,100,67
"6203",7259718,3,30.3,48,54,100,75
"6204",7259718,4,30.3,64,71,100,71
"6205",7259722,3,30.3,32,0,100,71
"6206",7259725,4,30.3,32,16,100,70
"6207",7259725,5,30.3,48,16,100,71
"6208",7259727,3,30.3,32,16,100,67
"6209",7259732,4,90.9,48,16,100,72
"6210",7259736,2,71.2,40,31,100,75
"6211",7259743,2,51.51,40,31,100,72
"6212",7259745,2,69.69,64,16,100,75
"6213",7259745,3,69.69,64,16,100,71
"6214",7259747,3,87.87,64,21,100,67
"6215",7259749,3,69.69,64,16,100,67
"6216",7259751,2,75.75,56,20,100,67
"6217",7259753,2,60.6,40,31,100,68
"6218",7259753,3,60.6,40,31,100,67
"6219",7259758,2,81.81,56,16,100,67
"6220",7259758,3,81.81,64,16,100,66.5
"6221",7259759,3,90.9,48,16,100,72.5
"6222",7259760,3,81.81,48,16,100,77
"6223",7259760,4,81.81,48,16,100,71
"6224",7259760,5,81.81,40,31,100,64
"6225",7259761,3,60.6,48,20,100,71
"6226",7259765,3,69.69,40,31,100,71
"6227",7259767,3,69.69,48,16,100,69
"6228",7259767,4,69.69,48,16,100,71
"6229",7259770,3,72.72,48,3,100,71
"6230",7259770,4,72.72,40,31,100,67
"6231",7259773,3,81.81,40,31,100,67
"6232",7259773,4,81.81,40,31,100,71
"6233",7259780,3,87.87,26,16,100,67
"6234",7259784,3,78.78,40,31,100,75
"6235",7259788,5,72.72,32,8,100,71
"6236",7259788,6,72.72,40,31,100,71
"6237",7259792,2,87.87,48,3,100,66.5
"6238",7259795,5,78.78,14,27,100,69
"6239",7259798,3,78.78,48,60,100,66.5
"6240",7259802,3,81.81,48,1,100,65
"6241",7259802,4,81.81,48,29,100,71
"6242",7259809,3,69.69,64,25,100,73
"6243",7259810,3,69.69,48,36,100,75
"6244",7259810,4,69.69,40,31,100,71
"6245",7259814,5,60.6,40,31,100,69
"6246",7259815,4,54.54,14,30,100,71
"6247",7259815,5,54.54,40,31,100,71
"6248",7259816,3,66.66,48,23,100,68
"6249",7259816,4,66.66,48,0,100,71
"6250",7259817,2,66.66,40,31,100,72
"6251",7259817,4,66.66,32,1,100,71
"6252",7259827,4,36.36,40,31,100,64
"6253",7259831,3,62.11,64,1,60,69
"6254",7259831,4,62.11,48,56,60,68
"6255",7259836,2,60.6,40,31,100,75
"6256",7259837,3,60.6,56,36,100,65
"6257",7259837,4,60.6,64,32,100,72
"6258",7259839,4,69.69,32,28,100,67
"6259",7259840,3,63.63,32,3,60,72
"6260",7259840,5,63.63,48,3,100,71
"6261",7259844,4,66.66,40,31,100,67
"6262",7259847,4,69.69,40,3,100,71
"6263",7259847,5,69.69,48,3,70,71
"6264",7259847,6,69.69,40,31,100,71
"6265",7259847,8,69.69,40,31,100,71
"6266",7259851,5,60.6,48,1,100,67
"6267",7259857,2,69.69,56,3,100,65
"6268",7259860,4,69.69,48,3,100,67
"6269",7259860,5,69.69,40,31,100,67
"6270",7259862,2,66.66,40,31,100,71
"6271",7259863,3,72.72,64,58,100,71
"6272",7259863,4,72.72,40,31,100,71
"6273",7259864,2,66.66,14,1,100,71
"6274",7259864,3,66.66,40,31,100,54
"6275",7259865,4,63.63,40,31,100,71
"6276",7259866,2,63.63,40,31,100,69
"6277",7259866,3,63.63,40,31,100,72
"6278",7259871,2,63.63,56,1,100,68.5
"6279",7259885,2,72.72,20,28,100,67
"6280",7259887,3,66.66,40,31,100,71
"6281",7259890,3,63.63,64,23,100,71
"6282",7259890,4,63.63,40,31,100,71
"6283",7259890,5,63.63,40,31,100,71
"6284",7259891,3,48.48,48,3,70,71
"6285",7259892,3,66.66,32,3,100,71
"6286",7259892,4,66.66,40,31,100,67
"6287",7259894,2,53.02,48,3,100,71
"6288",7259897,2,72.72,32,16,100,71
"6289",7259897,3,72.72,40,31,100,67
"6290",7259899,2,62.11,48,32,100,71
"6291",7259899,3,62.11,32,34,100,69
"6292",7259900,6,72.72,40,31,100,71
"6293",7259900,7,72.72,40,31,100,71
"6294",7259902,2,63.63,40,31,100,68
"6295",7259903,3,57.57,32,28,100,71
"6296",7259907,3,54.54,32,23,100,68
"6297",7259911,3,81.81,40,31,100,75
"6298",7259919,3,75.75,32,23,100,73
"6299",7259919,4,75.75,48,29,100,71
"6300",7259919,5,75.75,40,31,100,71
"6301",7259919,6,75.75,40,31,100,71
"6302",7259925,5,72.72,48,24,100,71
"6303",7259925,6,72.72,48,28,100,71
"6304",7259929,3,81.81,40,31,100,71
"6305",7259929,4,81.81,40,31,100,71
"6306",7259932,3,54.54,48,30,100,73
"6307",7259933,4,63.63,40,31,100,75
"6308",7259939,4,51.51,48,25,100,75
"6309",7259980,3,66.66,48,28,100,68.5
"6310",7259982,4,63.63,40,31,100,75
"6311",7259986,3,69.69,40,31,100,72
"6312",7259997,3,54.54,48,28,100,71
"6313",7259997,4,54.54,48,3,100,71
"6314",7260003,3,57.57,48,3,100,71
"6315",7260004,6,66.66,40,31,100,75
"6316",7260005,2,57.57,64,16,100,76
"6317",7260005,3,57.57,12,3,70,65
"6318",7260006,3,63.63,64,32,100,75
"6319",7260006,4,63.63,64,26,100,67
"6320",7260006,5,63.63,40,31,100,71
"6321",7260007,3,69.69,48,3,100,71
"6322",7260010,3,66.66,40,1,100,71
"6323",7260011,4,69.69,40,31,100,75
"6324",7260011,5,69.69,40,31,100,64.5
"6325",7260012,3,60.6,12,1,60,67
"6326",7260012,4,60.6,64,16,100,71
"6327",7260016,3,69.69,48,28,100,71
"6328",7260016,4,69.69,40,31,100,75
"6329",7260016,5,69.69,40,31,100,75
"6330",7260017,3,69.69,48,32,100,72
"6331",7260017,4,69.69,64,26,100,71
"6332",7260017,5,69.69,48,3,70,72
"6333",7260017,6,69.69,40,31,100,66
"6334",7260018,3,63.63,48,1,100,71
"6335",7260019,4,60.6,64,1,100,64
"6336",7260019,5,60.6,32,1,100,75
"6337",7260021,3,54.54,40,31,100,71
"6338",7260024,4,69.69,48,1,100,71
"6339",7260027,5,69.69,48,1,100,75
"6340",7260027,6,69.69,14,0,100,71
"6341",7260031,3,54.54,48,0,100,71
"6342",7260031,4,54.54,40,31,100,67
"6343",7260033,3,51.51,48,25,100,72
"6344",7260033,4,51.51,48,60,100,71
"6345",7260034,3,42.42,40,31,100,71
"6346",7260034,4,42.42,40,31,100,71
"6347",7260035,3,60.6,64,0,100,75
"6348",7260035,4,60.6,48,60,100,69
"6349",7260035,5,60.6,40,31,100,69
"6350",7260036,3,57.57,48,1,100,71
"6351",7260036,5,57.57,40,31,100,71
"6352",7260037,3,45.45,48,30,100,71
"6353",7260038,3,81.81,40,31,100,71
"6354",7260039,5,57.57,48,3,100,67
"6355",7260040,4,57.57,40,0,70,71
"6356",7260040,5,57.57,40,31,100,68
"6357",7260042,3,57.57,40,30,100,75
"6358",7260042,4,57.57,40,31,100,71
"6359",7260043,5,60.6,48,3,100,76
"6360",7260045,3,48.48,48,1,100,72
"6361",7260046,3,42.42,32,25,100,75
"6362",7260046,4,42.42,48,1,100,72
"6363",7260047,4,60.6,48,24,100,67
"6364",7260047,5,60.6,48,28,100,62.5
"6365",7260048,3,72.72,48,23,100,65
"6366",7260048,4,72.72,48,56,100,76
"6367",7260048,5,72.72,40,31,100,72
"6368",7260048,6,72.72,40,31,100,62
"6369",7260049,3,48.48,40,31,100,66
"6370",7260050,8,57.57,40,31,100,67
"6371",7260052,3,42.42,40,31,100,68.5
"6372",7260053,5,48.48,14,28,100,71
"6373",7260056,3,72.72,48,34,100,71
"6374",7260058,3,54.54,22,27,100,66
"6375",7260058,4,54.54,48,3,100,65
"6376",7260072,3,48.48,24,16,100,69
"6377",7260072,4,48.48,48,5,100,74
"6378",7260072,5,48.48,40,3,100,63
"6379",7260072,6,48.48,40,31,100,71
"6380",7260073,3,54.54,48,28,100,75
"6381",7260073,4,54.54,48,35,100,64
"6382",7260074,3,39.39,40,31,100,71
"6383",7260075,5,39.39,48,16,100,75
"6384",7260080,5,48.48,40,31,100,69.5
"6385",7260080,6,48.48,32,51,100,73
"6386",7260081,6,39.39,32,0,100,75
"6387",7260081,8,39.39,32,23,100,71
"6388",7260081,9,39.39,32,0,100,63
"6389",7260085,4,36.36,32,0,100,71
"6390",7260087,5,39.39,48,45,100,66
"6391",7260088,4,36.36,48,3,100,71
"6392",7260088,5,36.36,48,3,100,71
"6393",7260089,5,30.3,48,3,100,73
"6394",7260089,6,30.3,40,31,100,71
"6395",7260093,3,33.33,48,3,100,67
"6396",7260093,4,33.33,28,3,100,75
"6397",7260093,5,33.33,32,55,100,71
"6398",7260093,6,33.33,40,31,100,71
"6399",7260095,3,39.39,32,3,100,71
"6400",7260095,4,39.39,32,32,100,71
"6401",7260096,4,36.36,64,55,100,71
"6402",7260096,5,36.36,56,25,100,71
"6403",7260097,3,36.36,64,27,100,69
"6404",7260097,4,36.36,48,3,100,67
"6405",7260097,5,36.36,40,31,100,71
"6406",7260101,4,36.36,64,3,100,71
"6407",7260108,5,45.45,48,23,100,71
"6408",7260109,3,42.42,48,23,70,71
"6409",7260109,4,42.42,40,31,100,71
"6410",7260115,4,39.39,32,61,100,71
"6411",7260115,5,39.39,20,29,100,71
"6412",7260115,6,39.39,40,31,100,71
"6413",7260117,3,48.48,64,32,100,71
"6414",7260120,3,42.42,48,59,100,71
"6415",7260120,4,42.42,40,34,100,71
"6416",7260120,5,42.42,40,31,100,71
"6417",7260123,4,81.81,56,0,100,75
"6418",7260125,5,81.81,48,32,100,72
"6419",7260127,3,87.87,48,39,100,71
"6420",7260128,3,81.81,40,32,100,71
"6421",7260133,4,54.54,48,21,100,75
"6422",7260135,5,63.63,48,0,100,67
"6423",7260137,4,72.72,40,31,100,68
"6424",7260137,5,72.72,40,31,100,75
"6425",7260140,4,63.63,64,0,100,71
"6426",7260141,3,63.63,40,31,100,71
"6427",7260143,4,63.63,64,32,100,75
"6428",7260143,5,63.63,56,54,100,75
"6429",7260143,6,63.63,40,31,100,71
"6430",7260145,3,54.54,40,31,100,68
"6431",7260146,3,81.81,64,0,100,69
"6432",7260153,3,57.57,24,61,100,75
"6433",7260153,4,57.57,40,31,100,75
"6434",7260154,4,60.6,40,31,100,69
"6435",7260155,4,69.69,32,28,100,71
"6436",7260155,5,69.69,48,23,100,62
"6437",7260161,5,42.42,32,24,100,67
"6438",7260162,3,42.42,64,26,100,75
"6439",7260163,4,45.45,32,1,100,69.5
"6440",7260178,3,51.51,32,0,100,71
"6441",7260178,4,51.51,48,3,100,61.5
"6442",7260179,4,36.36,48,3,100,62
"6443",7260180,3,54.54,40,31,100,67
"6444",7260180,6,54.54,48,3,100,68
"6445",7260181,4,51.51,48,53,100,65.5
"6446",7260184,6,51.51,40,31,100,71
"6447",7260186,4,30.3,40,23,100,66
"6448",7260188,5,51.51,32,16,100,71
"6449",7260189,5,57.57,40,1,100,71
"6450",7260192,6,57.57,40,3,100,57
"6451",7260197,3,81.81,14,3,100,66
"6452",7260197,4,81.81,40,31,100,64.5
"6453",7260199,3,90.9,48,60,100,58
"6454",7260201,4,81.81,14,26,100,61.5
"6455",7260201,6,81.81,48,24,100,71
"6456",7260201,7,81.81,40,31,100,69
"6457",7260204,6,99.99,40,31,100,71
"6458",7260205,4,81.81,32,68,100,71
"6459",7260206,5,81.81,40,31,100,68.5
"6460",7260206,7,81.81,12,26,100,55
"6461",7260207,3,77.26,40,31,100,68.5
"6462",7260210,3,87.87,40,31,100,71
"6463",7260211,3,99.99,48,36,100,73
"6464",7260211,4,99.99,48,36,100,67
"6465",7260220,3,69.69,40,1,70,68.5
"6466",7260226,5,60.6,40,31,100,76
"6467",7260228,2,51.51,24,6,100,75
"6468",7260235,3,72.72,48,30,100,69
"6469",7260236,3,75.75,48,3,100,71
"6470",7260239,3,90.9,32,27,100,66
"6471",7260243,5,75.75,48,31,100,71
"6472",7260257,2,63.63,40,31,100,71
"6473",7260259,4,63.63,48,30,100,71
"6474",7260259,6,63.63,32,31,100,64
"6475",7260268,3,27.27,40,31,100,71
"6476",7260280,3,72.72,32,28,70,71
"6477",7260280,5,72.72,48,35,100,71
"6478",7260285,3,66.66,48,39,100,71
"6479",7260288,2,66.66,48,25,100,71
"6480",7260289,4,78.78,18,23,100,71
"6481",7260290,5,72.72,40,0,100,71
"6482",7260292,3,84.84,40,31,100,71
"6483",7260295,4,72.72,48,34,70,71
"6484",7260295,5,72.72,40,31,100,71
"6485",7260295,6,72.72,40,31,100,71
"6486",7260297,4,84.84,40,31,100,71
"6487",7260298,3,78.78,40,31,100,69.5
"6488",7260299,4,78.78,40,31,100,67
"6489",7260305,5,75.75,40,31,100,75
"6490",7260307,5,75.75,48,23,100,66
"6491",7260308,3,81.81,40,31,100,71
"6492",7260315,2,48.48,48,31,100,71
"6493",7260315,3,48.48,40,31,100,69
"6494",7260316,3,48.48,14,66,100,71
"6495",7260317,2,48.48,48,26,100,71
"6496",7260318,4,48.48,48,24,100,69
"6497",7260318,5,48.48,48,60,100,71
"6498",7260318,7,48.48,48,30,100,67
"6499",7260319,4,60.6,48,36,100,71
"6500",7260325,4,60.6,40,31,100,71
"6501",7260327,3,69.69,32,55,100,71
"6502",7260330,4,63.63,32,1,100,67
"6503",7260331,5,66.66,40,31,100,71
"6504",7260331,6,66.66,40,31,100,71
"6505",7260332,3,39.39,48,8,100,67
"6506",7260345,7,54.54,48,30,100,71
"6507",7260345,8,54.54,40,31,100,71
"6508",7260350,3,54.54,48,3,100,67
"6509",7260354,3,54.54,32,30,100,71
"6510",7260354,4,54.54,40,31,100,71
"6511",7260356,3,54.54,64,26,100,75
"6512",7260357,4,63.63,26,66,100,66
"6513",7260358,5,54.54,32,28,100,71
"6514",7260358,6,54.54,32,30,100,75
"6515",7260365,4,66.66,48,33,100,66
"6516",7260366,2,66.66,48,25,100,75
"6517",7260366,3,66.66,40,31,100,75
"6518",7260366,6,66.66,40,31,100,71
"6519",7260368,6,63.63,32,0,100,71
"6520",7260371,6,54.54,40,31,100,67
"6521",7260376,4,63.63,48,23,100,71
"6522",7260386,2,57.57,40,1,100,66
"6523",7260390,2,72.72,32,16,100,75
"6524",7260390,3,72.72,48,30,100,75
"6525",7260390,4,72.72,40,31,100,68
"6526",7260390,5,72.72,40,31,100,75
"6527",7260390,7,72.72,40,31,100,64
"6528",7260393,6,78.78,48,28,100,61
"6529",7260394,4,78.78,40,31,100,71
"6530",7260396,3,72.72,40,31,100,71
"6531",7260396,4,72.72,40,31,100,71
"6532",7260397,5,72.72,32,1,100,71
"6533",7260397,6,72.72,56,3,100,68.5
"6534",7260406,2,90.9,32,3,100,71
"6535",7260406,3,90.9,40,31,100,71
"6536",7260407,2,24.24,40,31,100,71
"6537",7260408,2,21.21,40,31,100,71
"6538",7260410,3,42.42,40,31,100,71
"6539",7260412,3,45.45,48,0,100,71
"6540",7260412,4,45.45,40,31,100,71
"6541",7260413,3,45.45,40,31,100,65
"6542",7260413,4,45.45,40,31,100,71
"6543",7260414,3,45.45,24,23,100,63
"6544",7260415,3,45.45,40,31,100,71
"6545",7260416,6,39.39,32,3,100,56.5
"6546",7260417,3,45.45,32,62,100,69
"6547",7260417,4,45.45,40,31,100,68.5
"6548",7260419,2,45.45,32,0,70,66
"6549",7260423,3,42.42,48,26,70,67
"6550",7260423,4,42.42,48,24,70,71
"6551",7260424,3,51.51,32,26,100,69
"6552",7260424,4,51.51,32,28,100,69
"6553",7260424,5,51.51,32,28,100,75
"6554",7260430,2,54.54,32,3,100,71
"6555",7260430,3,54.54,40,31,100,71
"6556",7260437,3,81.81,32,3,100,69
"6557",7260437,4,81.81,40,31,100,65
"6558",7260441,2,81.81,40,31,100,67
"6559",7260451,2,78.78,40,31,100,71
"6560",7260458,3,81.81,48,26,100,71
"6561",7260458,4,81.81,40,31,100,67
"6562",7260459,5,81.81,40,31,100,71
"6563",7260460,4,81.81,48,62,100,67
"6564",7260464,3,78.78,40,54,100,71
"6565",7260464,5,78.78,40,31,100,67
"6566",7260471,3,78.78,48,30,100,67
"6567",7260471,4,78.78,48,62,100,69
"6568",7260476,2,74.23,40,31,100,63
"6569",7260477,4,75.75,48,26,100,69
"6570",7260484,2,65.14,32,16,100,68
"6571",7260484,3,65.14,40,31,100,71
"6572",7260485,5,75.75,32,30,60,69
"6573",7260486,3,72.72,48,0,100,63
"6574",7260486,4,72.72,40,31,100,67
"6575",7260486,5,72.72,40,31,100,71
"6576",7260486,6,72.72,40,31,100,68
"6577",7260491,5,78.78,48,58,100,71
"6578",7260491,6,78.78,48,52,70,71
"6579",7260491,7,78.78,40,31,100,67
"6580",7260494,5,72.72,40,31,100,71
"6581",7260494,6,72.72,40,31,100,67
"6582",7260495,3,72.72,56,52,100,71
"6583",7260497,3,69.69,56,24,100,71
"6584",7260502,3,81.81,56,24,60,67
"6585",7260505,3,75.75,32,23,100,69
"6586",7260510,3,81.81,32,0,60,71
"6587",7260512,4,69.69,40,31,100,69
"6588",7260514,3,77.26,64,3,100,71
"6589",7260519,4,81.81,64,32,100,71
"6590",7260519,5,81.81,40,31,100,71
"6591",7260522,5,81.81,40,31,100,72
"6592",7260527,3,81.81,56,30,60,75
"6593",7260527,4,81.81,40,31,100,62
"6594",7260532,2,75.75,48,1,100,71
"6595",7260536,3,75.75,40,31,100,69
"6596",7260539,3,81.81,48,30,100,71
"6597",7260540,4,71.2,64,26,100,67
"6598",7260543,2,78.78,48,0,100,61
"6599",7260550,4,81.81,48,56,100,69
"6600",7260562,2,84.84,40,28,100,71
"6601",7260567,3,75.75,48,32,100,71
"6602",7260567,4,75.75,40,31,100,71
"6603",7260569,3,63.63,48,25,100,69
"6604",7260571,4,60.6,40,25,100,71
"6605",7260577,5,84.84,40,31,100,71
"6606",7260598,4,54.54,48,3,100,71
"6607",7260600,3,54.54,48,27,100,69
"6608",7260600,4,54.54,48,34,100,71
"6609",7260601,3,42.42,56,32,100,75
"6610",7260609,3,45.45,14,27,100,67
"6611",7260609,4,45.45,40,31,100,71
"6612",7260612,4,45.45,12,1,100,69
"6613",7260612,5,45.45,40,31,100,71
"6614",7260615,3,45.45,56,23,100,72
"6615",7260619,4,45.45,48,39,100,75
"6616",7260623,4,54.54,48,30,100,75
"6617",7260624,3,72.72,48,1,100,71
"6618",7260627,5,54.54,40,31,100,75
"6619",7260630,5,54.54,48,36,100,75
"6620",7260631,2,59.08,40,31,100,75
"6621",7260635,4,54.54,40,26,100,68
"6622",7260636,3,54.54,48,34,100,71
"6623",7260639,4,54.54,40,31,100,72
"6624",7260644,3,78.78,56,29,100,67
"6625",7260644,4,78.78,40,31,100,71
"6626",7260644,5,78.78,40,31,100,68
"6627",7260645,3,69.69,40,34,70,66.5
"6628",7260645,4,69.69,48,58,100,71
"6629",7260645,5,69.69,40,74,100,77
"6630",7260645,6,69.69,40,31,100,60
"6631",7260645,7,69.69,40,31,100,71
"6632",7260652,5,87.87,40,31,100,71
"6633",7260653,3,75.75,48,33,100,71
"6634",7260654,3,66.66,48,27,100,69
"6635",7260655,2,87.87,64,0,100,71
