"","DIRECTORIO","SECUENCIA_ENCUESTA","Satisfaccion_vivienda","Satisfaccion_educacion","Satisfaccion_salud","Satisfaccion_servicios_hogar","Satisfaccion_tecnologia","Satisfaccion_composicion_hogar","satisfaccion_total"
"35075",7398928,1,30.3,60,57,NA,52,71,10
"35077",7398929,2,60.6,60,48,0,64,70,9
"35078",7398930,1,51.51,60,71,NA,54,65,8
"35079",7398931,2,42.42,60,68,0,31,76,7
"35080",7398932,1,27.27,44,63.5,NA,64,66,5
"35082",7398937,1,27.27,60,60.5,NA,44,54,9
"35083",7398944,1,21.21,60,60.5,NA,52,55,9
"35084",7398946,1,21.21,60,55,NA,60,60,8
"35085",7398952,1,54.54,60,58.5,NA,64,86,8
"35087",7398963,1,81.81,60,69,NA,3,91,10
"35088",7398965,1,84.84,44,72,NA,3,82,10
"35089",7398966,4,78.78,60,58.5,0,3,43,10
"35090",7398967,1,81.81,60,75,NA,3,91,10
"35093",7398972,1,84.84,60,71,NA,67,86,9
"35094",7398976,3,81.81,44,67,0,54,69,9
"35097",7398980,1,81.81,60,51,NA,79,45,9
"35098",7398981,1,81.81,60,68.5,NA,57,81,8
"35100",7398982,1,75.75,60,72,NA,3,87,10
"35101",7398987,1,75.75,60,65.5,NA,3,76,10
"35102",7398987,2,75.75,44,68,0,3,84,10
"35104",7398991,1,51.51,60,67.5,NA,3,38,9
"35105",7398991,2,51.51,60,55,0,3,37,9
"35108",7398998,2,54.54,60,61,0,44,77,10
"35109",7399001,1,69.69,60,55,NA,23,81,10
"35110",7399001,2,69.69,60,54,0,52,59,9
"35111",7399002,1,51.51,60,64,NA,62,91,9
"35112",7399004,1,51.51,60,70,NA,31,91,8
"35113",7399004,2,51.51,60,47.5,0,3,10,8
"35115",7399005,2,51.51,60,75,0,1,91,8
"35116",7399006,1,45.45,44,53,NA,3,91,7
"35117",7399006,2,45.45,60,71.5,0,52,82,9
"35118",7399007,1,42.42,60,69.5,NA,3,86,10
"35120",7399011,1,60.6,44,60,NA,63,74,10
"35121",7399011,4,60.6,60,46,0,60,19,10
"35125",7399014,1,51.51,60,58.5,NA,53,25,10
"35126",7399014,2,51.51,60,69,0,58,86,9
"35127",7399016,1,51.51,60,68,NA,53,81,8
"35130",7399019,2,51.51,60,74,0,36,59,8
"35131",7399021,1,42.42,60,70,NA,36,43,8
"35133",7399021,4,42.42,60,66,0,23,76,9
"35134",7399022,1,51.51,60,67,NA,23,81,9
"35135",7399022,2,51.51,60,66.5,0,36,86,10
"35136",7399023,1,51.51,60,67.5,NA,55,54,8
"35137",7399023,2,51.51,60,61,0,36,38,8
"35139",7399024,2,51.51,60,67.5,0,53,70,7
"35140",7399026,1,42.42,60,61.5,NA,54,20,8
"35141",7399026,2,42.42,60,60,0,23,25,8
"35142",7399028,1,51.51,60,70,NA,23,69,5
"35143",7399029,1,51.51,60,69,NA,54,51,6
"35144",7399029,2,51.51,60,70.5,0,54,86,4
"35147",7399032,1,51.51,60,66,NA,61,91,8
"35148",7399032,2,51.51,60,71,0,56,86,10
"35149",7399033,1,42.42,60,65.5,NA,3,63,8
"35150",7399033,2,42.42,60,65.5,0,36,79,7
"35151",7399035,2,60.6,44,68.5,0,57,91,5
"35152",7399045,1,36.36,60,60,NA,16,77,3
"35153",7399045,2,36.36,60,71,0,66,91,5
"35154",7399051,1,72.72,60,53,NA,21,49,3
"35155",7399051,2,72.72,60,71,0,29,91,3
"35156",7399052,1,75.75,60,67,NA,3,91,3
"35157",7399053,3,72.72,60,68.5,0,23,91,9
"35158",7399054,1,81.81,60,63,NA,51,15,6
"35159",7399056,6,81.81,60,68.5,0,51,91,3
"35160",7399057,1,72.72,60,70,NA,3,81,10
"35162",7399059,1,72.72,60,57,NA,3,86,4
"35163",7399063,1,75.75,60,69.5,NA,23,91,4
"35164",7399063,2,75.75,60,62.5,0,29,76,6
"35165",7399067,1,81.81,60,56.5,NA,23,42,6
"35166",7399067,3,81.81,60,68,0,23,67,7
"35167",7399069,1,75.75,60,71,NA,23,71,8
"35168",7399069,2,75.75,60,62,0,31,91,5
"35169",7399070,1,75.75,60,71,NA,21,81,5
"35171",7399075,7,72.72,44,72,0,44,91,8
"35172",7399077,1,81.81,60,53.5,NA,44,23,8
"35173",7399080,7,72.72,60,74,0,29,86,8
"35176",7399085,1,81.81,60,56,NA,60,81,6
"35177",7399086,1,72.72,60,68.5,NA,52,65,5
"35179",7399090,1,81.81,60,45.5,NA,47,32,8
"35180",7399090,2,81.81,60,71,0,52,91,8
"35184",7399098,1,63.63,60,63,NA,57,86,10
"35185",7399098,2,63.63,60,67.5,0,53,79,10
"35186",7399102,1,54.54,44,75,NA,53,91,10
"35187",7399103,1,63.63,60,75,NA,16,81,8
"35188",7399103,2,63.63,60,71,0,23,81,9
"35190",7399105,1,69.69,60,71.5,NA,36,87,3
"35191",7399106,1,69.69,60,58,NA,36,86,9
"35192",7399106,2,69.69,60,75,0,36,91,6
"35193",7399107,1,78.78,60,69.5,NA,36,65,6
"35194",7399107,2,78.78,60,75,0,36,82,6
"35196",7399109,1,69.69,60,65.5,NA,31,76,6
"35197",7399111,1,60.6,60,63,NA,3,43,6
"35198",7399112,1,48.48,44,54,NA,16,43,7
"35201",7399117,1,72.72,44,66.5,NA,23,65,3
"35202",7399120,1,54.54,44,56,NA,23,81,5
"35203",7399122,1,54.54,60,65,NA,23,65,7
"35204",7399122,2,54.54,60,71,0,23,48,6
"35207",7399125,3,54.54,60,63,0,23,91,5
"35208",7399129,1,63.63,60,66,NA,36,91,2
"35209",7399129,2,63.63,60,62,0,23,54,9
"35210",7399134,1,45.45,44,65.5,NA,31,86,6
"35211",7399138,1,51.51,60,60,NA,36,82,6
"35214",7399139,2,45.45,60,65,0,52,71,4
"35215",7399140,1,54.54,60,74,NA,3,71,6
"35216",7399143,1,63.63,60,72.5,NA,23,91,7
"35218",7399144,1,63.63,60,68.5,NA,3,91,4
"35219",7399144,2,63.63,44,71,0,31,91,8
"35220",7399145,1,72.72,60,65.5,NA,23,40,8
"35221",7399146,1,72.72,60,68,NA,23,66,9
"35222",7399148,1,63.63,60,71,NA,23,81,7
"35224",7399151,1,81.81,80,57.5,NA,36,60,9
"35225",7399151,2,81.81,80,61,0,31,38,9
"35227",7399163,1,81.81,80,66,NA,4,65,10
"35230",7399184,1,81.81,60,62.5,NA,36,81,8
"35231",7399184,2,81.81,60,68.5,0,69,91,8
"35232",7399185,1,81.81,60,66,NA,23,76,8
"35233",7399187,1,81.81,60,49,NA,3,54,7
"35235",7399188,3,90.9,80,55,0,31,86,7
"35236",7399191,1,81.81,100,57,NA,29,91,8
"35237",7399191,2,81.81,80,67.5,0,29,91,7
"35238",7399192,1,81.81,60,68.5,NA,31,54,8
"35239",7399195,1,81.81,80,63,NA,44,86,7
"35242",7399205,1,42.42,60,71,NA,44,54,5
"35243",7399217,1,87.87,60,53.5,NA,23,43,6
"35244",7399220,2,81.81,60,70,0,21,91,5
"35247",7399227,2,36.36,60,75,0,23,91,5
"35248",7399240,1,45.45,60,54,NA,29,72,6
"35250",7399257,1,72.72,60,71,NA,23,91,8
"35251",7399262,1,60.6,60,73,NA,31,91,8
"35252",7399264,1,75.75,60,68.5,NA,23,91,5
"35253",7399268,1,66.66,60,69,NA,23,86,5
"35254",7399272,1,66.66,60,68,NA,48,59,8
"35255",7399276,2,66.66,60,63,0,55,42,7
"35256",7399279,1,66.66,60,50,NA,60,91,8
"35257",7399286,1,66.66,44,67,NA,71,57,10
"35258",7399295,1,66.66,60,71,NA,23,91,8
"35259",7399297,1,75.75,44,66.5,NA,23,65,8
"35260",7399319,1,42.42,60,68,NA,23,66,6
"35262",7399328,1,24.24,60,71,NA,3,87,8
"35263",7399339,1,39.39,44,67.5,NA,3,60,10
"35264",7399374,1,19.69,60,64,0,21,71,9
"35265",7399386,1,28.78,44,71,NA,23,86,5
"35266",7399387,1,36.36,44,60.5,NA,23,86,5
"35267",7399387,2,36.36,44,54,0,3,62,7
"35268",7399389,1,42.42,60,66,NA,16,55,7
"35269",7399391,1,39.39,60,75,NA,54,81,8
"35270",7399392,1,27.27,44,67.5,NA,58,57,9
"35271",7399392,2,27.27,44,75,0,56,91,8
"35273",7399395,1,45.45,60,70,0,56,76,5
"35274",7399396,1,81.81,60,71,NA,74,56,7
"35275",7399416,1,87.87,60,69,NA,36,60,8
"35276",7399416,2,87.87,60,75,0,52,57,7
"35277",7399444,1,78.78,80,61,NA,52,91,7
"35280",7399469,1,72.72,60,58.5,NA,23,75,9
"35281",7399469,2,72.72,60,55,0,3,81,10
"35284",7399513,2,81.81,80,69,0,54,28,3
"35285",7399527,1,45.45,60,71.5,NA,31,86,8
"35286",7399527,2,45.45,60,70,0,23,91,8
"35287",7399536,1,87.87,60,69,NA,60,86,7
"35288",7399540,4,81.81,44,71,0,54,91,6
"35289",7399555,14,34.84,44,71,0,21,81,6
"35290",7399563,5,84.84,60,54,0,36,37,8
"35291",7399564,1,81.81,100,62.5,NA,51,35,10
"35292",7399564,2,81.81,80,60,0,23,81,4
"35293",7399631,1,81.81,60,66,NA,16,59,7
"35294",7399633,1,66.66,60,60,NA,23,57,8
"35295",7399646,1,90.9,60,70,NA,23,91,8
"35296",7399666,1,75.75,100,50.5,NA,51,43,7
"35297",7399666,2,75.75,80,57.5,0,23,91,4
"35298",7399670,2,75.75,80,55.5,0,36,50,6
"35299",7399686,1,75.75,100,66.5,NA,3,91,6
"35300",7399687,2,75.75,80,53,0,3,45,5
"35301",7399688,1,75.75,80,70,NA,23,81,5
"35302",7399688,2,75.75,80,71,0,23,82,6
"35303",7399689,1,75.75,80,71,NA,23,70,4
"35304",7399689,2,75.75,80,75,0,52,86,8
"35305",7399692,2,36.36,60,68,0,16,91,8
"35306",7399694,1,45.45,60,74,NA,23,49,4
"35307",7399695,1,63.63,80,75,NA,3,81,9
"35309",7399696,2,72.72,100,65.5,0,3,91,8
"35310",7399700,1,63.63,60,71,NA,23,66,8
"35311",7399700,2,63.63,80,71.5,0,23,66,7
"35312",7399704,1,63.63,60,69,NA,23,82,9
"35313",7399709,1,60.6,80,65,NA,16,91,5
"35314",7399710,1,51.51,44,71.5,NA,36,91,8
"35315",7399713,1,54.54,80,50.5,NA,36,66,5
"35316",7399713,2,54.54,80,71,0,36,86,10
"35317",7399715,1,54.54,80,74,NA,3,76,10
"35318",7399715,2,54.54,80,67.5,0,23,91,5
"35319",7399720,1,45.45,60,58.5,NA,52,45,5
"35320",7399720,2,45.45,60,59.5,0,23,52,7
"35321",7399721,1,69.69,60,71,NA,23,91,8
"35324",7399723,2,60.6,60,65,0,3,91,8
"35325",7399726,1,42.42,60,53.5,NA,3,15,8
"35326",7399726,2,42.42,60,69.5,0,36,91,9
"35327",7399733,5,72.72,60,63,0,36,55,9
"35328",7399735,1,63.63,60,52.5,NA,81,35,5
"35329",7399739,1,51.51,44,62,NA,67,86,5
"35330",7399743,1,54.54,60,59,NA,23,26,5
"35331",7399744,1,51.51,60,52.5,NA,23,33,5
"35333",7399747,1,46.96,44,71,NA,1,81,7
"35334",7399803,1,81.81,60,71,NA,36,69,8
"35335",7399803,2,81.81,60,71,0,23,91,8
"35336",7399803,5,81.81,44,67.5,0,3,62,8
"35337",7399807,1,69.69,60,69,NA,23,91,8
"35338",7399830,1,42.42,60,58,NA,16,43,8
"35339",7399830,3,42.42,44,73.5,0,36,91,4
"35340",7399832,1,51.51,44,53,NA,57,57,4
"35341",7399864,2,36.36,60,75,0,62,79,7
"35342",7399871,1,22.72,44,73,NA,33,76,3
"35344",7399880,1,31.81,60,69,NA,1,91,8
"35345",7399883,1,22.72,44,68,NA,52,57,8
"35348",7399896,1,51.51,44,70,NA,3,81,5
"35349",7399899,1,42.42,60,69,NA,3,45,6
"35350",7399902,1,42.42,44,64.5,NA,3,77,5
"35351",7399914,7,78.78,60,51.5,0,36,49,5
"35352",7399920,1,81.81,60,54,NA,16,59,7
"35353",7399921,2,72.72,60,66.5,0,3,52,6
"35354",7399926,5,81.81,60,68.5,0,3,52,8
"35355",7399926,6,81.81,60,71.5,0,3,81,7
"35356",7399929,1,90.9,60,62,NA,3,50,10
"35357",7399930,3,90.9,60,71.5,0,3,86,10
"35359",7399931,2,72.72,60,59,0,3,64,6
"35360",7399937,1,72.72,60,64,NA,3,45,5
"35361",7399937,2,72.72,60,67.5,0,3,87,8
"35362",7399956,1,54.54,44,71,NA,3,64,8
"35363",7399956,2,54.54,44,68,NA,3,91,8
"35364",7399960,5,63.63,60,70,0,36,91,9
"35365",7399987,1,36.36,60,56.5,NA,16,48,8
"35366",7399990,1,63.63,60,72,NA,3,81,9
"35367",7400001,2,51.51,60,56.5,0,3,69,1
"35368",7400006,1,42.42,60,72,NA,3,43,10
"35369",7400007,2,45.45,60,49,0,3,91,7
"35372",7400016,1,51.51,60,70.5,NA,44,91,10
"35373",7400016,2,51.51,60,63.5,0,3,71,10
"35374",7400019,1,69.69,60,71,NA,23,74,5
"35376",7400025,5,42.42,60,64.5,0,44,54,8
"35377",7400027,1,51.51,60,66,NA,36,76,7
"35378",7400027,2,51.51,60,72.5,0,36,86,10
"35379",7400035,1,51.51,60,66,NA,36,59,9
"35380",7400036,1,36.36,44,64.5,NA,23,66,9
"35381",7400041,1,66.66,44,72,NA,57,66,9
"35382",7400052,1,75.75,60,75,NA,52,91,8
"35383",7400053,4,81.81,44,70,0,29,53,9
"35385",7400054,1,66.66,60,72.5,NA,23,91,10
"35386",7400054,2,66.66,60,71.5,0,23,47,8
"35387",7400059,1,66.66,60,75,NA,53,76,4
"35388",7400060,1,81.81,80,67.5,NA,36,50,9
"35389",7400062,1,81.81,60,52,NA,83,43,7
"35390",7400062,2,81.81,60,71,0,67,91,7
"35391",7400068,3,69.69,60,66.5,0,54,59,4
"35392",7400074,1,75.75,60,53.5,NA,60,91,7
"35393",7400075,3,75.75,100,67,0,65,75,7
"35394",7400131,1,81.81,60,68,NA,66,40,10
"35395",7400131,2,81.81,60,55.5,0,51,42,5
"35396",7400134,1,75.75,60,57.5,NA,36,57,6
"35397",7400136,1,90.9,80,64,NA,36,72,10
"35398",7400136,2,90.9,60,60.5,0,4,86,9
"35400",7400138,1,78.78,80,51.5,NA,51,62,9
"35401",7400139,1,78.78,100,59.5,NA,36,86,8
"35402",7400139,2,78.78,60,49.5,0,23,43,10
"35403",7400142,1,81.81,60,72,NA,53,91,10
"35404",7400142,2,81.81,60,70,0,36,43,10
"35407",7400160,1,72.72,60,71,NA,31,50,8
"35408",7400161,1,81.81,80,66,NA,31,65,9
"35409",7400162,1,78.78,60,54,NA,23,54,2
"35410",7400162,2,78.78,60,66,0,24,86,9
"35412",7400316,2,81.81,60,65.5,0,23,76,3
"35413",7400317,1,81.81,100,62.5,NA,52,54,10
"35414",7400623,1,63.63,44,64,NA,3,67,10
"35415",7400624,1,69.69,60,69,NA,23,69,7
"35416",7400630,1,63.63,44,71,NA,36,38,10
"35418",7400633,1,51.51,60,70,NA,64,63,8
"35419",7400634,3,42.42,60,70.5,0,67,77,7
"35420",7400638,1,36.36,60,69,NA,68,81,6
"35421",7400643,1,54.54,60,67,NA,36,86,8
"35422",7400646,1,72.72,60,64,NA,52,86,1
"35423",7400646,2,72.72,60,71,0,52,81,10
"35424",7400651,1,84.84,80,52,NA,23,62,10
"35425",7400654,2,81.81,80,66.5,0,64,76,10
"35426",7400664,1,75.75,80,63.5,NA,62,49,9
"35427",7400664,2,75.75,80,67,0,52,91,9
"35428",7400665,1,75.75,80,64,NA,31,45,10
"35429",7400666,1,81.81,80,63.5,NA,76,77,6
"35430",7400666,2,81.81,80,71,0,76,86,8
"35431",7400667,1,81.81,80,71.5,NA,74,76,8
"35432",7400667,2,81.81,60,56.5,0,52,54,8
"35434",7400676,1,36.36,60,71,NA,36,82,10
"35435",7400676,2,36.36,60,75,0,23,91,10
"35436",7400677,1,42.42,60,67.5,NA,58,56,10
"35437",7400677,2,42.42,60,66,0,58,76,10
"35438",7400680,2,36.36,60,75,0,23,91,9
"35439",7400681,4,36.36,60,71,0,84,91,10
"35440",7400693,1,72.72,44,65,NA,31,86,10
"35442",7400698,1,60.6,60,61,NA,72,32,8
"35443",7400698,2,60.6,60,69,0,52,81,9
"35446",7400710,1,54.54,44,67.5,NA,64,86,8
"35447",7400714,1,63.63,60,62,NA,21,82,10
"35448",7400714,2,63.63,44,75,0,23,91,10
"35449",7400718,1,57.57,60,69,NA,3,91,9
"35450",7400721,1,57.57,60,70,NA,36,81,10
"35451",7400724,3,66.66,60,76,0,16,91,10
"35452",7400725,1,81.81,60,71,NA,52,35,9
"35454",7400732,3,81.81,60,71,0,23,87,10
"35455",7400733,1,75.75,60,69,NA,58,86,8
"35456",7400736,1,63.63,60,56.5,NA,23,45,10
"35457",7400736,2,63.63,60,58,0,64,86,10
"35460",7400740,1,75.75,60,55.5,NA,52,91,10
"35461",7400742,1,75.75,60,71,NA,31,61,10
"35462",7400743,1,72.72,44,65.5,NA,23,79,8
"35463",7400745,1,66.66,60,67.5,NA,56,91,8
"35464",7400745,2,66.66,60,68.5,0,23,91,5
"35465",7400746,1,69.69,60,71,NA,54,81,8
"35466",7400751,1,60.6,44,52.5,NA,52,44,10
"35469",7400758,2,60.6,44,71,0,3,61,9
"35470",7400760,1,60.6,60,71,NA,54,91,8
"35472",7400761,2,60.6,60,66.5,0,23,81,9
"35473",7400762,1,60.6,60,67,NA,56,81,10
"35474",7400763,2,69.69,80,45.5,0,54,38,10
"35475",7400763,3,69.69,60,62.5,0,56,40,8
"35476",7400764,1,69.69,60,63,NA,24,91,10
"35478",7400770,1,69.69,44,69,NA,36,77,10
"35480",7400772,1,60.6,60,69,NA,51,86,7
"35481",7400772,2,60.6,60,63.5,0,23,69,10
"35482",7400773,1,69.69,60,71,NA,23,54,10
"35485",7400784,1,66.66,60,54,NA,23,66,8
"35486",7400784,2,66.66,60,68.5,0,23,91,7
"35489",7400786,3,72.72,44,64.5,0,23,81,10
"35490",7400790,1,69.69,44,62.5,NA,3,86,10
"35491",7400793,1,69.69,60,63,NA,3,71,10
"35493",7400800,1,72.72,60,55.5,NA,23,56,8
"35494",7400801,1,72.72,44,62,NA,16,57,8
"35495",7400803,1,75.75,60,70,NA,3,91,6
"35496",7400803,2,75.75,60,56,0,54,50,10
"35497",7400809,1,33.33,60,54.5,NA,56,91,5
"35498",7400810,5,69.69,60,68.5,0,56,91,7
"35499",7400811,1,66.66,60,67,NA,16,49,5
"35501",7400812,1,66.66,60,68.5,NA,56,44,9
"35502",7400812,2,66.66,60,67,0,54,76,7
"35503",7400815,1,45.45,60,68,NA,36,86,7
"35504",7400815,2,45.45,44,61.5,0,36,86,10
"35505",7400818,1,39.39,60,60.5,NA,3,40,10
"35508",7400820,1,78.78,60,68.5,NA,3,71,10
"35509",7400820,3,78.78,60,69.5,0,23,49,10
"35510",7400821,1,78.78,60,68.5,NA,36,38,10
"35511",7400821,2,78.78,60,66.5,0,36,47,9
"35512",7400821,4,78.78,60,71,0,76,91,8
"35513",7400822,1,72.72,60,51.5,NA,74,38,9
"35514",7400823,1,90.9,60,71,NA,36,38,9
"35515",7400823,2,90.9,60,62,0,36,64,8
"35516",7400824,1,72.72,60,62,NA,23,69,10
"35517",7400824,2,72.72,60,56.5,0,36,86,10
"35518",7400825,4,69.69,60,63,0,44,62,10
"35519",7400827,1,78.78,60,75,NA,50,91,10
"35520",7400828,1,81.81,60,74,NA,23,66,10
"35521",7400828,4,81.81,60,72,0,3,77,4
"35522",7400835,1,78.78,80,70,NA,36,91,9
"35523",7400837,4,81.81,60,61.5,0,36,55,9
"35524",7400843,1,87.87,60,63.5,NA,31,45,10
"35526",7400847,1,66.66,60,68.5,NA,36,76,10
"35527",7400848,1,81.81,60,56,NA,36,86,10
"35529",7400875,1,90.9,60,63,NA,23,81,10
"35530",7400880,1,87.87,60,58.5,NA,56,62,10
"35531",7400880,2,87.87,60,67.5,0,3,91,10
"35532",7400884,1,75.75,60,69.5,NA,23,91,10
"35534",7400885,3,81.81,44,67,0,44,64,7
"35535",7400887,1,84.84,60,66.5,NA,54,74,7
"35537",7400896,1,42.42,60,70,NA,56,70,8
"35538",7400896,2,42.42,60,58,0,56,53,7
"35540",7400899,2,45.45,60,66,0,36,67,10
"35541",7400915,1,81.81,60,68.5,NA,62,70,10
"35542",7400933,1,22.72,44,48,NA,54,29,5
"35543",7400933,2,22.72,44,64,0,23,86,10
"35544",7400934,1,27.27,44,68,NA,23,45,10
"35545",7400938,1,22.72,44,45,NA,3,82,10
"35546",7400940,1,22.72,60,64.5,NA,59,91,9
"35547",7400947,1,18.18,60,71,NA,16,71,9
"35548",7400947,2,18.18,44,68.5,0,51,55,9
"35549",7400949,1,27.27,60,58,NA,3,53,9
"35550",7400955,1,22.72,44,60,NA,36,91,8
"35551",7400957,1,27.27,60,60,NA,55,75,10
"35552",7400960,2,72.72,44,70,0,36,82,10
"35553",7400960,3,72.72,44,69,0,68,91,10
"35555",7400970,2,81.81,60,68.5,0,50,86,9
"35556",7400971,1,72.72,60,63,NA,23,77,8
"35557",7400972,1,72.72,44,73,NA,36,61,8
"35560",7400976,2,81.81,60,45.5,0,23,25,10
"35561",7400977,1,78.78,80,68,NA,31,64,8
"35562",7400977,2,78.78,60,66.5,0,53,82,8
"35563",7400999,1,45.45,60,68,NA,23,82,8
"35564",7401005,1,42.42,60,63.5,NA,36,91,6
"35568",7401018,2,31.81,60,69.5,0,3,74,10
"35569",7401020,4,45.45,44,72,0,36,76,10
"35570",7401020,5,45.45,44,45.5,0,3,76,9
"35571",7401034,1,81.81,60,61.5,NA,23,91,9
"35572",7401035,1,45.45,80,71,NA,23,91,9
"35573",7401035,2,45.45,80,60.5,0,56,70,9
"35574",7401042,1,63.63,60,59,NA,52,23,6
"35575",7401043,1,72.72,60,52.5,NA,3,12,10
"35576",7401043,2,72.72,60,65,0,3,67,10
"35579",7401056,5,22.72,44,44.5,0,16,62,9
"35580",7401066,1,33.33,80,68.5,NA,36,91,8
"35581",7401066,2,33.33,80,75,0,16,66,8
"35582",7401081,1,78.78,44,67,NA,36,51,8
"35583",7401087,1,81.81,80,42,NA,36,45,9
"35584",7401088,1,78.78,60,68,NA,36,79,7
"35585",7401091,4,66.66,60,63.5,0,23,70,10
"35586",7401095,4,51.51,60,68.5,0,36,82,10
"35589",7401098,1,33.33,60,68.5,NA,21,91,7
"35590",7401106,1,78.78,80,64,NA,52,79,8
"35591",7401106,2,78.78,80,65.5,0,36,91,0
"35592",7401108,1,63.63,60,63,NA,23,86,7
"35593",7401108,2,63.63,60,70,0,23,50,8
"35594",7401109,1,90.9,60,71,NA,44,81,7
"35595",7401109,2,90.9,60,68.5,0,51,70,8
"35597",7401110,2,78.78,60,68.5,0,36,57,9
"35598",7401114,1,66.66,60,68.5,NA,63,79,8
"35599",7401117,1,54.54,60,69.5,NA,54,43,8
"35600",7401117,2,54.54,44,65.5,0,16,70,9
"35601",7401122,1,27.27,60,68.5,NA,23,66,8
"35602",7401127,1,51.51,80,60.5,NA,23,65,8
"35603",7401127,2,51.51,80,68.5,0,58,76,5
"35604",7401128,1,60.6,60,68,NA,21,57,8
"35605",7401133,4,54.54,44,63.5,0,23,16,8
"35606",7401143,2,69.69,60,71,0,44,56,7
"35607",7401162,1,75.75,60,71,NA,16,67,8
"35610",7401188,1,63.63,60,66,NA,51,81,8
"35611",7401188,2,63.63,60,46.5,0,60,40,7
"35612",7401192,1,63.63,60,68.5,NA,23,38,8
"35613",7401194,1,60.6,60,67,NA,62,91,10
"35614",7401197,1,66.66,60,70,NA,58,91,8
"35616",7401211,1,57.57,60,63.5,NA,21,76,8
"35617",7401211,2,57.57,60,70,0,36,86,8
"35618",7401219,1,57.57,60,71.5,NA,56,82,9
"35619",7401223,1,51.51,60,57,NA,31,47,5
"35620",7401223,2,51.51,60,67,0,42,65,5
"35621",7401226,1,51.51,60,70.5,NA,70,82,7
"35622",7401228,1,42.42,60,60.5,NA,23,76,6
"35625",7401242,1,54.54,44,70,NA,36,71,9
"35626",7401242,2,54.54,60,72,0,3,91,4
"35627",7401244,4,42.42,60,69,0,23,40,8
"35628",7401248,1,60.6,60,65,NA,36,60,9
"35629",7401248,2,60.6,80,71.5,0,23,65,8
"35631",7401250,1,51.51,60,69,NA,23,81,9
"35632",7401250,2,51.51,60,62.5,0,3,45,10
"35633",7401251,1,51.51,80,61.5,NA,3,77,7
"35634",7401253,1,60.6,60,66.5,NA,43,91,8
"35635",7401255,1,60.6,44,58,NA,16,86,8
"35639",7401258,1,81.81,60,50.5,NA,1,37,9
"35640",7401259,1,72.72,60,63,NA,1,75,8
"35642",7401261,1,60.6,60,50,NA,16,71,8
"35643",7401261,2,60.6,60,60.5,0,16,91,10
"35644",7401269,1,81.81,60,71.5,NA,3,71,7
"35645",7401270,1,60.6,60,64.5,NA,16,50,7
"35646",7401270,2,60.6,60,53,0,1,36,10
"35648",7401275,1,78.78,60,71,NA,3,76,0
"35649",7401275,2,78.78,60,57.5,0,3,74,5
"35650",7401277,1,60.6,60,64.5,NA,16,76,8
"35651",7401277,2,60.6,60,56,0,16,66,8
"35652",7401280,1,66.66,60,66.5,NA,23,91,9
"35656",7401298,1,75.75,80,72,NA,56,76,6
"35657",7401298,2,75.75,60,64,0,56,59,5
"35658",7401299,1,66.66,80,62,NA,23,91,8
"35659",7401302,1,81.81,60,71,NA,23,72,6
"35660",7401314,1,36.36,60,64.5,NA,52,43,5
"35661",7401315,1,63.63,60,68.5,NA,76,59,8
"35662",7401315,2,63.63,60,67,0,76,64,9
"35665",7401323,1,63.63,60,61.5,NA,21,25,10
"35666",7401323,2,63.63,60,70,0,23,56,8
"35667",7401325,2,81.81,80,62.5,0,3,35,8
"35669",7401339,2,81.81,44,61.5,0,64,47,8
"35670",7401340,1,81.81,60,70,NA,52,45,9
"35671",7401341,1,81.81,80,57.5,NA,54,77,7
"35672",7401345,1,66.66,60,72.5,NA,36,60,8
"35675",7401360,3,63.63,60,71,0,24,48,8
"35677",7401362,1,27.27,60,72,NA,60,91,6
"35678",7401362,2,27.27,44,75,0,63,61,5
"35680",7401381,1,42.42,60,71,NA,55,66,8
"35681",7401384,1,42.42,60,56,NA,74,76,6
"35686",7401410,1,45.45,60,72,NA,78,66,8
"35687",7401414,2,36.36,60,69.5,0,74,87,8
"35690",7401447,1,45.45,44,67,NA,23,91,7
"35691",7401461,3,69.69,60,71,0,73,56,9
"35692",7401462,1,87.87,60,58,NA,31,91,8
"35693",7401462,2,87.87,60,69,0,74,64,6
"35694",7401466,1,69.69,60,71,NA,62,82,5
"35695",7401469,1,45.45,100,64,NA,64,86,8
"35696",7401470,1,63.63,60,71,NA,72,42,9
"35697",7401470,2,63.63,44,65.5,0,23,76,8
"35698",7401473,1,60.6,60,58,NA,23,91,8
"35700",7401474,2,60.6,60,71.5,0,36,91,6
"35701",7401477,5,63.63,44,67.5,0,3,49,9
"35705",7401481,2,66.66,60,75,0,44,91,8
"35707",7401484,1,66.66,60,68,NA,23,68,5
"35708",7401490,1,72.72,80,71,NA,23,82,7
"35712",7401509,1,75.75,60,69,NA,23,91,8
"35713",7401553,2,81.81,80,72,0,23,29,8
"35714",7401557,1,81.81,80,71,NA,3,86,8
"35716",7401572,1,66.66,80,71,NA,54,61,7
"35717",7401573,1,81.81,60,66.5,NA,23,91,10
"35718",7401588,1,81.81,60,57,NA,3,64,10
"35719",7401588,2,81.81,60,55.5,0,3,39,8
"35720",7401589,1,75.75,80,62,NA,16,91,10
"35721",7401591,1,78.78,60,70,NA,3,91,10
"35722",7401591,2,78.78,60,71,0,1,57,9
"35723",7401593,1,81.81,60,70.5,NA,1,86,9
"35726",7401600,2,66.66,100,66.5,0,23,84,6
"35727",7401601,2,66.66,100,71,0,36,81,10
