"","SECUENCIA_ENCUESTA","DIRECTORIO","SECUENCIA_P","Satisfaccion"
"32034",2,7388246,1,75
"32035",2,7388249,1,68
"32036",2,7388250,1,71.5
"32037",2,7388251,1,73
"32038",2,7388253,1,71.5
"32039",2,7388255,1,72.5
"32040",2,7388258,1,75
"32041",2,7388286,1,71
"32042",2,7388297,1,72.5
"32043",2,7388306,1,60.5
"32044",2,7388311,1,71.5
"32045",2,7388312,1,76
"32046",2,7388323,1,68
"32047",2,7388343,1,75
"32048",2,7388353,1,69.5
"32049",2,7388358,1,75
"32050",2,7388366,1,73
"32051",2,7388374,1,65
"32052",2,7388377,1,65
"32053",2,7388379,1,71.5
"32054",2,7388392,1,68.5
"32055",2,7388394,1,61.5
"32056",2,7388507,1,59.5
"32057",2,7388638,1,61.5
"32058",2,7388641,1,67.5
"32059",2,7388653,1,66
"32060",2,7388665,1,68
"32061",2,7388670,1,71
"32062",2,7388672,1,65.5
"32063",2,7388752,1,70.5
"32064",2,7388781,1,72
"32065",2,7388800,1,71
"32066",2,7388810,1,62.5
"32067",2,7388822,1,63
"32068",2,7388855,1,62.5
"32069",2,7388866,1,58.5
"32070",2,7388867,1,70.5
"32071",2,7388901,1,73
"32072",2,7388914,1,55.5
"32073",2,7388916,1,76
"32074",2,7388919,1,67
"32075",2,7388923,1,62.5
"32076",2,7388924,1,71
"32077",2,7388929,1,65
"32078",2,7388933,1,75
"32079",2,7388936,1,68
"32080",2,7388947,1,67
"32081",2,7388955,1,68
"32082",2,7388959,1,72.5
"32083",2,7388962,1,61.5
"32084",2,7388970,1,71.5
"32085",2,7388977,1,68
"32086",2,7388985,1,71
"32087",2,7388991,1,71
"32088",2,7388996,1,56.5
"32089",2,7388999,1,66
"32090",2,7389002,1,69
"32091",2,7389003,1,68.5
"32092",2,7389009,1,75
"32093",2,7389013,1,63.5
"32094",2,7389023,1,66
"32095",2,7389029,1,75
"32096",2,7389044,1,67
"32097",2,7389053,1,71
"32098",2,7389064,1,71
"32099",2,7389066,1,71
"32100",2,7389072,1,66.5
"32101",2,7389079,1,70
"32102",2,7389084,1,63.5
"32103",2,7389098,1,57.5
"32104",2,7389110,1,63.5
"32105",2,7389127,1,59
"32106",2,7389147,1,68.5
"32107",2,7389152,1,65.5
"32108",2,7389156,1,66.5
"32109",2,7389161,1,69
"32110",2,7389169,1,71
"32111",2,7389179,1,65.5
"32112",2,7389182,1,70.5
"32113",2,7389193,1,53
"32114",2,7389203,1,67.5
"32115",2,7389207,1,69
"32116",2,7389209,1,65.5
"32117",2,7389217,1,69
"32118",2,7389220,1,71
"32119",2,7389226,1,66
"32120",2,7389232,1,44.5
"32121",2,7389236,1,71
"32122",2,7389242,1,69
"32123",2,7389332,1,69
"32124",2,7389335,1,61
"32125",2,7389336,1,76
"32126",2,7389337,1,50.5
"32127",2,7389338,1,71.5
"32128",2,7389341,1,76
"32129",2,7389355,1,75
"32130",2,7389359,1,76
"32131",2,7389361,1,70
"32132",2,7389362,1,73.5
"32133",2,7389368,1,70
"32134",2,7389381,1,78
"32135",2,7389395,1,73.5
"32136",2,7389408,1,68.5
"32137",2,7389440,1,76
"32138",2,7389444,1,67
"32139",2,7389449,1,72
"32140",2,7389476,1,69.5
"32141",2,7389490,1,69.5
"32142",2,7389491,1,69
"32143",2,7389501,1,72
"32144",2,7389507,1,67.5
"32145",2,7389513,1,75
"32146",2,7389533,1,72
"32147",2,7389540,1,71
"32148",2,7389547,1,68.5
"32149",2,7389550,1,49
"32150",2,7389553,1,72
"32151",2,7389556,1,66
"32152",2,7389563,1,72.5
"32153",2,7389566,1,63
"32154",2,7389570,1,70
"32155",2,7389576,1,65
"32156",2,7389580,1,70
"32157",2,7389594,1,63.5
"32158",2,7389606,1,69.5
"32159",2,7389609,1,61.5
"32160",2,7389619,1,56
"32161",2,7389634,1,66
"32162",2,7389635,1,62
"32163",2,7389637,1,66
"32164",2,7389652,1,65
"32165",2,7389677,1,72
"32166",2,7389683,1,59.5
"32167",2,7389690,1,69
"32168",2,7389691,1,69
"32169",2,7389695,1,60
"32170",2,7389705,1,54.5
"32171",2,7389707,1,60.5
"32172",2,7389710,1,65.5
"32173",2,7389711,1,66
"32174",2,7389717,1,66.5
"32175",2,7389721,1,67
"32176",2,7389722,1,69
"32177",2,7389731,1,68
"32178",2,7389739,1,57
"32179",2,7389743,1,62.5
"32180",2,7389764,1,75
"32181",2,7389779,1,74.5
"32182",2,7389782,1,72
"32183",2,7389784,1,70
"32184",2,7389785,1,70
"32185",2,7389786,1,73
"32186",2,7389787,1,71
"32187",2,7389789,1,71
"32188",2,7389790,1,60
"32189",2,7389795,1,64.5
"32190",2,7389797,1,67
"32191",2,7389805,1,71
"32192",2,7389809,1,68
"32193",2,7389810,1,72
"32194",2,7389816,1,71
"32195",2,7389818,1,71
"32196",2,7389837,1,71
"32197",2,7389888,1,71
"32198",2,7389889,1,76
"32199",2,7389897,1,70
"32200",2,7389898,1,71
"32201",2,7389899,1,74
"32202",2,7389901,1,64
"32203",2,7389905,1,69
"32204",2,7389906,1,75
"32205",2,7389918,1,72
"32206",2,7389919,1,74
"32207",2,7389966,1,71
"32208",2,7389970,1,71
"32209",2,7389981,1,69
"32210",2,7389985,1,62.5
"32211",2,7390011,1,71
"32212",2,7390021,1,70
"32213",2,7390025,1,68.5
"32214",2,7390037,1,71
"32215",2,7390045,1,71
"32216",2,7390061,1,71
"32217",2,7390065,1,67.5
"32218",2,7390078,1,71
"32219",2,7390080,1,70
"32220",2,7390105,1,71
"32221",2,7390210,1,71
"32222",2,7390216,1,71
"32223",2,7390228,1,71
"32224",2,7390237,1,71
"32225",2,7390254,1,50.5
"32226",2,7390258,1,71
"32227",2,7390264,1,66
"32228",2,7390345,1,66.5
"32229",2,7390360,1,59
"32230",2,7390370,1,60
"32231",2,7390454,1,66
"32232",2,7390455,1,62.5
"32233",2,7390472,1,71
"32234",2,7390483,1,64
"32235",2,7390484,1,66
"32236",2,7390488,1,59
"32237",2,7390510,1,64
"32238",2,7390548,1,63.5
"32239",2,7390552,1,59
"32240",2,7390563,1,63
"32241",2,7390568,1,71
"32242",2,7390569,1,71
"32243",2,7390589,1,67.5
"32244",2,7390598,1,71
"32245",2,7390603,1,71
"32246",2,7390640,1,71
"32247",2,7390657,1,60
"32248",2,7390672,1,71
"32249",2,7390676,1,66
"32250",2,7390680,1,67.5
"32251",2,7390692,1,74
"32252",2,7390695,1,69
"32253",2,7390699,1,75
"32254",2,7390701,1,65.5
"32255",2,7390703,1,68
"32256",2,7390704,1,68.5
"32257",2,7390738,1,67
"32258",2,7390742,1,63
"32259",2,7390755,1,60
"32260",2,7390758,1,68
"32261",2,7390759,1,59.5
"32262",2,7390765,1,68.5
"32263",2,7390780,1,66
"32264",2,7390798,1,67
"32265",2,7390830,1,70
"32266",2,7390833,1,68
"32267",2,7390888,1,63
"32268",2,7390890,1,66.5
"32269",2,7390941,1,75
"32270",2,7390944,1,69
"32271",2,7390949,1,74
"32272",2,7390973,1,69.5
"32273",2,7390995,1,68.5
"32274",2,7390999,1,71
"32275",2,7391032,1,75
"32276",2,7391046,1,68.5
"32277",2,7391049,1,65
"32278",2,7391065,1,72
"32279",2,7391080,1,76
"32280",2,7391082,1,63
"32281",2,7391083,1,64.5
"32282",2,7391085,1,60
"32283",2,7391086,1,65.5
"32284",2,7391089,1,62
"32285",2,7391099,2,67
"32286",2,7391120,1,72.5
"32287",2,7391233,1,76
"32288",2,7391371,1,70
"32289",2,7391372,1,61.5
"32290",2,7391394,1,71
"32291",2,7391401,1,70.5
"32292",2,7391404,1,68.5
"32293",2,7391412,1,66.5
"32294",2,7391413,1,64.5
"32295",2,7391416,1,67.5
"32296",2,7391426,1,55
"32297",2,7391427,1,60.5
"32298",2,7391463,1,65
"32299",2,7391522,1,71
"32300",2,7391526,1,66
"32301",2,7391600,1,71
"32302",2,7391601,1,71
"32303",2,7391615,1,66
"32304",2,7391624,1,69
"32305",2,7391638,1,71
"32306",2,7391639,1,64
"32307",2,7391641,1,71
"32308",2,7391644,1,63.5
"32309",2,7391682,1,67
"32310",2,7391688,1,68.5
"32311",2,7391689,1,66.5
"32312",2,7391697,1,77
"32313",2,7391727,1,64
"32314",2,7391747,1,69
"32315",2,7391819,1,55
"32316",2,7391821,1,64.5
"32317",2,7391904,1,65
"32318",2,7391909,1,70.5
"32319",2,7392025,1,66
"32320",2,7392027,1,71
"32321",2,7392178,1,68
"32322",2,7392179,1,75
"32323",2,7392243,1,67
"32324",2,7392261,1,75
"32325",2,7392264,1,71
"32326",2,7392270,1,69.5
"32327",2,7392271,1,72
"32328",2,7392274,1,67.5
"32329",2,7392326,1,56.5
"32330",2,7392359,1,70
"32331",2,7392372,1,76
"32332",2,7392373,1,74
"32333",2,7392377,1,63
"32334",2,7392378,1,71
"32335",2,7392386,1,71
"32336",2,7392389,1,71
"32337",2,7392393,1,65.5
"32338",2,7392404,1,68
"32339",2,7392437,1,72
"32340",2,7392439,1,65.5
"32341",2,7392442,1,75
"32342",2,7392451,1,52.5
"32343",2,7392452,1,71
"32344",2,7392453,1,74
"32345",2,7392462,1,71.5
"32346",2,7392472,1,72.5
"32347",2,7392474,1,68.5
"32348",2,7392487,1,67.5
"32349",2,7392499,1,70
"32350",2,7392501,1,71.5
"32351",2,7392509,1,72
"32352",2,7392511,1,64.5
"32353",2,7392515,1,66
"32354",2,7392528,1,68
"32355",2,7392565,1,70
"32356",2,7392578,1,71
"32357",2,7392580,1,73.5
"32358",2,7392582,1,57.5
"32359",2,7392586,1,73.5
"32360",2,7392588,1,68
"32361",2,7392589,1,69.5
"32362",2,7392590,1,65.5
"32363",2,7392642,1,68.5
"32364",2,7392710,1,74
"32365",2,7392712,1,67.5
"32366",2,7392716,1,75
"32367",2,7392717,2,70
"32368",2,7392746,1,75
"32369",2,7392770,1,61.5
"32370",2,7392795,1,71
"32371",2,7392816,1,71
"32372",2,7392817,1,71
"32373",2,7392818,1,72
"32374",2,7392821,1,53
"32375",2,7392834,1,71.5
"32376",2,7392859,1,64.5
"32377",2,7392872,1,72
"32378",2,7392875,1,70.5
"32379",2,7392935,1,65
"32380",2,7392955,1,67
"32381",2,7392985,1,68.5
"32382",2,7392987,1,71
"32383",2,7392989,1,71
"32384",2,7392996,1,59
"32385",2,7393209,1,64
"32386",2,7393214,1,62.5
"32387",2,7393230,1,71
"32388",2,7393241,1,69
"32389",2,7393245,1,68
"32390",2,7393443,1,72
"32391",2,7393484,1,63
"32392",2,7393491,1,75
"32393",2,7393502,1,68
"32394",2,7393504,1,72
"32395",2,7393521,1,68.5
"32396",2,7393524,1,63
"32397",2,7393538,1,71
"32398",2,7393552,1,72
"32399",2,7393580,1,75
"32400",2,7393603,1,68.5
"32401",2,7393616,1,54.5
"32402",2,7393624,1,73
"32403",2,7393633,1,71
"32404",2,7393650,1,71.5
"32405",2,7393654,1,71
"32406",2,7393671,1,71
"32407",2,7393681,1,57
"32408",2,7393691,1,71
"32409",2,7393695,1,67
"32410",2,7393699,1,65
"32411",2,7393724,1,71
"32412",2,7393736,1,72
"32413",2,7393748,1,59
"32414",2,7393749,1,73
"32415",2,7393769,1,68
"32416",2,7393781,1,69
"32417",2,7393793,1,68
"32418",2,7393795,1,66
"32419",2,7393797,1,69
"32420",2,7393800,1,67
"32421",2,7393801,1,65.5
"32422",2,7393826,1,75
"32423",2,7393827,1,70
"32424",2,7393854,1,64
"32425",2,7393879,1,68.5
"32426",2,7393939,1,61
"32427",2,7393943,1,67
"32428",2,7393949,1,71
"32429",2,7393955,1,64.5
"32430",2,7393962,1,68.5
"32431",2,7393975,1,64.5
"32432",2,7393980,1,70
"32433",2,7393984,1,67.5
"32434",2,7393995,1,68.5
"32435",2,7393998,1,68.5
"32436",2,7394001,1,71
"32437",2,7394023,1,71
"32438",2,7394024,1,74
"32439",2,7394026,1,67
"32440",2,7394080,1,71
"32441",2,7394091,1,75
"32442",2,7394095,1,70
"32443",2,7394101,1,61
"32444",2,7394107,1,69
"32445",2,7394108,1,71.5
"32446",2,7394115,1,69.5
"32447",2,7394122,1,70
"32448",2,7394128,1,73
"32449",2,7394146,1,65
"32450",2,7394156,1,68
"32451",2,7394260,1,67
"32452",2,7394263,1,75
"32453",2,7394311,1,66.5
"32454",2,7394312,1,74
"32455",2,7394344,1,72.5
"32456",2,7394359,1,74
"32457",2,7394364,1,72.5
"32458",2,7394387,1,72.5
"32459",2,7394397,1,66
"32460",2,7394402,1,68.5
"32461",2,7394410,1,56.5
"32462",2,7394412,1,71.5
"32463",2,7394417,1,71.5
"32464",2,7394418,1,75
"32465",2,7394424,1,71.5
"32466",2,7394449,1,71
"32467",2,7394455,1,71
"32468",2,7394460,1,71
"32469",2,7394534,1,61
"32470",2,7394536,1,73.5
"32471",2,7394537,1,72.5
"32472",2,7394542,1,65
"32473",2,7394551,1,69
"32474",2,7394588,1,67
"32475",2,7394609,1,66
"32476",2,7394610,1,69
"32477",2,7394613,1,67.5
"32478",2,7394619,1,66
"32479",2,7394630,1,70
"32480",2,7394632,1,60.5
"32481",2,7394635,1,56.5
"32482",2,7394673,1,52
"32483",2,7394688,1,65.5
"32484",2,7394690,1,65
"32485",2,7394696,1,71
"32486",2,7394749,1,68.5
"32487",2,7394769,1,71
"32488",2,7394777,1,61.5
"32489",2,7394781,1,71
"32490",2,7394782,1,68.5
"32491",2,7394795,1,68
"32492",2,7394806,1,67
"32493",2,7394813,1,71
"32494",2,7394819,1,71
"32495",2,7394834,1,71
"32496",2,7394845,1,68.5
"32497",2,7394846,1,68.5
"32498",2,7394856,1,51.5
"32499",2,7394868,1,68.5
"32500",2,7394870,1,66.5
"32501",2,7394874,1,71
"32502",2,7394876,1,71
"32503",2,7394885,1,69
"32504",2,7394913,1,71
"32505",2,7394928,1,69
"32506",2,7394943,1,66
"32507",2,7394946,1,71
"32508",2,7394952,1,71
"32509",2,7394971,1,58.5
"32510",2,7395002,1,67.5
"32511",2,7395007,1,66.5
"32512",2,7395012,1,50.5
"32513",2,7395027,1,67.5
"32514",2,7395038,1,66
"32515",2,7395040,1,66
"32516",2,7395082,1,70
"32517",2,7395095,1,68.5
"32518",2,7395162,1,71
"32519",2,7395242,1,71
"32520",2,7395245,1,64
"32521",2,7395253,1,63
"32522",2,7395254,1,71
"32523",2,7395294,1,75
"32524",2,7395297,1,71
"32525",2,7395308,1,71
"32526",2,7395313,2,59
"32527",2,7395316,1,76
"32528",2,7395317,1,69
"32529",2,7395319,1,75
"32530",2,7395326,1,71
"32531",2,7395337,1,55.5
"32532",2,7395338,1,59
"32533",2,7395345,1,75
"32534",2,7395360,1,69.5
"32535",2,7395409,1,65.5
"32536",2,7395417,1,62
"32537",2,7395418,1,72.5
"32538",2,7395431,1,60
"32539",2,7395450,1,75
"32540",2,7395453,1,70
"32541",2,7395465,1,63
"32542",2,7395469,1,74
"32543",2,7395472,1,75
"32544",2,7395474,1,66.5
"32545",2,7395478,1,75
"32546",2,7395495,1,68
"32547",2,7395497,1,67
"32548",2,7395498,1,69.5
"32549",2,7395501,1,75
"32550",2,7395503,1,72.5
"32551",2,7395505,1,75
"32552",2,7395517,1,75
"32553",2,7395541,1,72
"32554",2,7395556,1,70
"32555",2,7395599,1,69
"32556",2,7395603,1,63.5
"32557",2,7395667,1,69
"32558",2,7395671,1,68
"32559",2,7395679,1,70
"32560",2,7395681,1,70
"32561",2,7395695,1,68
"32562",2,7395701,1,65.5
"32563",2,7395703,1,63
"32564",2,7395709,1,71
"32565",2,7395713,1,67
"32566",2,7395723,1,64
"32567",2,7395767,1,71.5
"32568",2,7395773,1,68.5
"32569",2,7395779,1,59
"32570",2,7395784,1,60.5
"32571",2,7395802,1,71
"32572",2,7395803,1,70
"32573",2,7395805,1,75
"32574",2,7395811,1,71.5
"32575",2,7395821,1,71
"32576",2,7395823,1,73
"32577",2,7395831,1,62.5
"32578",2,7395841,1,53.5
"32579",2,7395842,1,67
"32580",2,7395846,1,71
"32581",2,7395855,1,71
"32582",2,7395884,1,69.5
"32583",2,7395906,1,61.5
"32584",2,7395908,1,66.5
"32585",2,7395930,1,68.5
"32586",2,7395937,1,67.5
"32587",2,7395976,1,65.5
"32588",2,7395995,1,68.5
"32589",2,7396006,1,62
"32590",2,7396009,1,75
"32591",2,7396047,1,71
"32592",2,7396058,1,71
"32593",2,7396067,1,71
"32594",2,7396071,1,71
"32595",2,7396102,1,68.5
"32596",2,7396123,1,63
"32597",2,7396133,1,65
"32598",2,7396144,1,74
"32599",2,7396145,1,75
"32600",2,7396147,1,69
"32601",2,7396150,1,69
"32602",2,7396160,1,71
"32603",2,7396182,1,71
"32604",2,7396192,1,71
"32605",2,7396250,1,44
"32606",2,7396254,1,70.5
"32607",2,7396362,1,71
"32608",2,7396363,1,75
"32609",2,7396424,1,66.5
"32610",2,7396437,1,72
"32611",2,7396470,1,75
"32612",2,7396472,1,63
"32613",2,7396475,1,76
"32614",2,7396476,1,70.5
"32615",2,7396488,1,71
"32616",2,7396493,1,67
"32617",2,7396498,1,61.5
"32618",2,7396501,1,69
"32619",2,7396504,1,61
"32620",2,7396507,1,68
"32621",2,7396509,1,68
"32622",2,7396607,1,75
"32623",2,7396613,1,72.5
"32624",2,7396628,1,71
"32625",2,7396634,1,73
"32626",2,7396647,1,48
"32627",2,7396650,1,64.5
"32628",2,7396651,1,74
"32629",2,7396672,1,72
"32630",2,7396688,1,71
"32631",2,7396698,1,67.5
"32632",2,7396699,1,65.5
"32633",2,7396705,1,72
"32634",2,7396709,1,70
"32635",2,7396711,1,71
"32636",2,7396734,1,72
"32637",2,7396735,1,64.5
"32638",2,7396738,1,71
"32639",2,7396760,1,72
"32640",2,7396789,1,71
"32641",2,7396794,1,71.5
"32642",2,7396821,1,71
"32643",2,7396824,1,70
"32644",2,7396874,1,64
"32645",2,7396967,1,71
"32646",2,7396974,1,72.5
"32647",2,7396982,1,72.5
"32648",2,7397006,1,74
"32649",2,7397030,1,71
"32650",2,7397059,1,71
"32651",2,7397075,1,71
"32652",2,7397146,1,69
"32653",2,7397151,1,66.5
"32654",2,7397161,1,66.5
"32655",2,7397169,1,72.5
"32656",2,7397172,1,58.5
"32657",2,7397178,1,66.5
"32658",2,7397179,1,66.5
"32659",2,7397183,1,71
"32660",2,7397204,1,71
"32661",2,7397255,1,67
"32662",2,7397294,1,61.5
"32663",2,7397312,1,69
"32664",2,7397347,1,71
"32665",2,7397358,1,71
"32666",2,7397365,1,75
"32667",2,7397371,1,72.5
"32668",2,7397381,1,68
"32669",2,7397385,1,67.5
"32670",2,7397413,1,62.5
"32671",2,7397479,1,68.5
"32672",2,7397497,1,70
"32673",2,7397509,1,60.5
"32674",2,7397513,1,67.5
"32675",2,7397524,1,65
"32676",2,7397526,1,68
"32677",2,7397536,1,65
"32678",2,7397537,1,68
"32679",2,7397549,1,71
"32680",2,7397559,1,72.5
"32681",2,7397566,1,70
"32682",2,7397574,1,73.5
"32683",2,7397578,1,68.5
"32684",2,7397582,1,72.5
"32685",2,7397584,1,68.5
"32686",2,7397587,1,72.5
"32687",2,7397594,1,69.5
"32688",2,7397609,1,69
"32689",2,7397636,1,75
"32690",2,7397666,1,72.5
"32691",2,7397726,1,68.5
"32692",2,7397791,1,75
"32693",2,7397798,1,64.5
"32694",2,7397801,1,72
"32695",2,7397803,1,67.5
"32696",2,7397818,1,75
"32697",2,7397840,1,44
"32698",2,7397859,1,62.5
"32699",2,7397863,1,71.5
"32700",2,7397864,1,75
"32701",2,7397877,1,71
"32702",2,7397893,1,71
"32703",2,7397903,1,61
"32704",2,7397906,1,71
"32705",2,7397909,1,67.5
"32706",2,7397917,1,71.5
"32707",2,7397921,1,75
"32708",2,7397923,1,70
"32709",2,7397927,1,66
"32710",2,7397933,1,71
"32711",2,7397935,1,71
"32712",2,7397937,1,68
"32713",2,7397938,1,66
"32714",2,7397944,1,68
"32715",2,7397948,1,71
"32716",2,7397951,1,71
"32717",2,7397957,1,71
"32718",2,7397959,1,72.5
"32719",2,7397962,1,60
"32720",2,7397984,1,66.5
"32721",2,7397988,1,63.5
"32722",2,7397993,1,68.5
"32723",2,7398002,1,61
"32724",2,7398009,1,61
"32725",2,7398010,1,63
"32726",2,7398016,1,63.5
"32727",2,7398027,1,68
"32728",2,7398035,1,60.5
"32729",2,7398044,1,67.5
"32730",2,7398067,1,68.5
"32731",2,7398068,1,65
"32732",2,7398071,1,66
"32733",2,7398075,1,67.5
"32734",2,7398076,1,67.5
"32735",2,7398080,1,60
"32736",2,7398083,1,65
"32737",2,7398093,1,66
"32738",2,7398095,1,70
"32739",2,7398097,1,70
"32740",2,7398118,1,65
"32741",2,7398119,1,66
"32742",2,7398129,1,61
"32743",2,7398145,1,74
"32744",2,7398147,1,75
"32745",2,7398152,1,65
"32746",2,7398153,1,75
"32747",2,7398162,1,44
"32748",2,7398172,1,71
"32749",2,7398184,1,72.5
"32750",2,7398186,1,72.5
"32751",2,7398190,1,72.5
"32752",2,7398202,1,76
"32753",2,7398230,1,74
"32754",2,7398248,1,72
"32755",2,7398260,1,68
"32756",2,7398270,1,68.5
"32757",2,7398288,1,69
"32758",2,7398298,1,71
"32759",2,7398327,1,65.5
"32760",2,7398339,1,56.5
"32761",2,7398359,1,65.5
"32762",2,7398366,1,60.5
"32763",2,7398425,1,65
"32764",2,7398447,1,72
"32765",2,7398474,1,73
"32766",2,7398505,1,71
"32767",2,7398539,1,64
"32768",2,7398551,1,69.5
"32769",2,7398561,1,53.5
"32770",2,7398562,1,71
"32771",2,7398574,1,48.5
"32772",2,7398610,1,48.5
"32773",2,7398628,1,69
"32774",2,7398632,1,68.5
"32775",2,7398637,1,49.5
"32776",2,7398738,1,65.5
"32777",2,7398784,1,65.5
"32778",2,7398799,1,70.5
"32779",2,7398815,1,76
"32780",2,7398821,1,65.5
"32781",2,7398823,1,62
"32782",2,7398848,1,71
"32783",2,7398852,1,65.5
"32784",2,7398892,1,71.5
"32785",2,7398900,1,75
"32786",2,7398902,1,75
"32787",2,7398906,1,74
"32788",2,7398909,1,71
"32789",2,7398913,1,62
"32790",2,7398914,1,69
"32791",2,7398916,1,71
"32792",2,7398920,1,71
"32793",2,7398925,1,71.5
"32794",2,7398927,1,65.5
"32795",2,7398929,1,70
"32796",2,7398931,1,72.5
"32797",2,7398969,1,70
"32798",2,7398981,1,71.5
"32799",2,7398987,1,57.5
"32800",2,7398991,1,67.5
"32801",2,7398998,1,71
"32802",2,7399001,1,75
"32803",2,7399004,1,71
"32804",2,7399005,1,71
"32805",2,7399006,1,59
"32806",2,7399013,1,75
"32807",2,7399014,1,60.5
"32808",2,7399016,1,71
"32809",2,7399019,1,71
"32810",2,7399021,1,71
"32811",2,7399022,1,65
"32812",2,7399023,1,71
"32813",2,7399024,1,76
"32814",2,7399026,1,71
"32815",2,7399029,1,66
"32816",2,7399031,1,66
"32817",2,7399032,1,71
"32818",2,7399033,1,71
"32819",2,7399035,1,71
"32820",2,7399045,1,62
"32821",2,7399051,1,68
"32822",2,7399063,1,75
"32823",2,7399069,1,75
"32824",2,7399081,1,70
"32825",2,7399087,1,68
"32826",2,7399090,1,75
"32827",2,7399096,1,71
"32828",2,7399098,1,71
"32829",2,7399103,1,67.5
"32830",2,7399106,1,64
"32831",2,7399107,1,65.5
"32832",2,7399122,1,71
"32833",2,7399129,1,66
"32834",2,7399138,1,67
"32835",2,7399139,1,73
"32836",2,7399143,1,67
"32837",2,7399144,1,69
"32838",2,7399151,1,74
"32839",2,7399184,1,68.5
"32840",2,7399191,1,75
"32841",2,7399195,1,76
"32842",2,7399220,1,71
"32843",2,7399227,1,69
"32844",2,7399276,1,61
"32845",2,7399387,1,71
"32846",2,7399392,1,71
"32847",2,7399416,1,71
"32848",2,7399444,1,74
"32849",2,7399469,1,68.5
"32850",2,7399513,1,73
"32851",2,7399527,1,66.5
"32852",2,7399564,1,73.5
"32853",2,7399666,1,59.5
"32854",2,7399670,1,72
"32855",2,7399687,1,75
"32856",2,7399688,1,60.5
"32857",2,7399689,1,68
"32858",2,7399692,1,68.5
"32859",2,7399696,1,70
"32860",2,7399700,1,72.5
"32861",2,7399713,1,71.5
"32862",2,7399715,1,72.5
"32863",2,7399720,1,71
"32864",2,7399721,1,67.5
"32865",2,7399723,1,65.5
"32866",2,7399726,1,75
"32867",2,7399803,1,71
"32868",2,7399864,1,58.5
"32869",2,7399883,1,71
"32870",2,7399921,1,63
"32871",2,7399931,1,69
"32872",2,7399937,1,71
"32873",2,7399956,1,70
"32874",2,7400001,1,62
"32875",2,7400007,1,57
"32876",2,7400016,1,66.5
"32877",2,7400027,1,70
"32878",2,7400054,1,68.5
"32879",2,7400062,1,72.5
"32880",2,7400131,1,55.5
"32881",2,7400136,1,60
"32882",2,7400139,1,68
"32883",2,7400142,1,74
"32884",2,7400162,1,60
"32885",2,7400316,1,50
"32886",2,7400630,1,53
"32887",2,7400646,1,69
"32888",2,7400654,1,75
"32889",2,7400664,1,72
"32890",2,7400666,1,76
"32891",2,7400667,1,72
"32892",2,7400676,1,67.5
"32893",2,7400677,1,67.5
"32894",2,7400680,1,69
"32895",2,7400693,1,70
"32896",2,7400698,1,75
"32897",2,7400714,1,71
"32898",2,7400729,1,70
"32899",2,7400736,1,52.5
"32900",2,7400745,1,70
"32901",2,7400758,1,75
"32902",2,7400761,1,75
"32903",2,7400763,1,74
"32904",2,7400772,1,71
"32905",2,7400781,1,73.5
"32906",2,7400784,1,64.5
"32907",2,7400786,1,67
"32908",2,7400793,1,70
"32909",2,7400803,1,71
"32910",2,7400811,1,71
"32911",2,7400812,1,71
"32912",2,7400815,1,69
"32913",2,7400818,1,71
"32914",2,7400821,1,71
"32915",2,7400823,1,66
"32916",2,7400824,1,75
"32917",2,7400870,1,69
"32918",2,7400880,1,69.5
"32919",2,7400884,1,75
"32920",2,7400896,1,78
"32921",2,7400899,1,61.5
"32922",2,7400933,1,71
"32923",2,7400947,1,66
"32924",2,7400960,1,47.5
"32925",2,7400970,1,74
"32926",2,7400976,1,71
"32927",2,7400977,1,72.5
"32928",2,7401007,1,66.5
"32929",2,7401018,1,69
"32930",2,7401035,1,75
"32931",2,7401043,1,72.5
"32932",2,7401050,1,71
"32933",2,7401066,1,68.5
"32934",2,7401106,1,75
"32935",2,7401108,1,70
"32936",2,7401109,1,67
"32937",2,7401110,1,72
"32938",2,7401117,1,68.5
"32939",2,7401127,1,70
"32940",2,7401143,1,68.5
"32941",2,7401162,1,56
"32942",2,7401188,1,69
"32943",2,7401211,1,72.5
"32944",2,7401223,1,63
"32945",2,7401228,1,74
"32946",2,7401242,1,71
"32947",2,7401248,1,71
"32948",2,7401250,1,75
"32949",2,7401257,1,71
"32950",2,7401259,1,64
"32951",2,7401261,1,68
"32952",2,7401270,1,71
"32953",2,7401275,1,70.5
"32954",2,7401277,1,65.5
"32955",2,7401280,1,73
"32956",2,7401290,1,73
"32957",2,7401298,1,61.5
"32958",2,7401315,1,71
"32959",2,7401316,1,57
"32960",2,7401323,1,67.5
"32961",2,7401325,1,75
"32962",2,7401339,1,76
"32963",2,7401360,1,70
"32964",2,7401362,1,71
"32965",2,7401384,1,71
"32966",2,7401414,1,68.5
"32967",2,7401462,1,64.5
"32968",2,7401470,1,65.5
"32969",2,7401474,1,69
"32970",2,7401478,1,55.5
"32971",2,7401481,1,67.5
"32972",2,7401490,1,71
"32973",2,7401553,1,71.5
"32974",2,7401588,1,68.5
"32975",2,7401591,1,54
"32976",2,7401600,1,73.5
"32977",2,7401601,1,58.5
"32978",2,7401627,1,71.5
"32979",2,7401628,1,72.5
"32980",2,7401644,1,65
"32981",2,7401651,1,71
"32982",2,7401655,1,72
"32983",2,7401658,1,68
"32984",2,7401667,1,72.5
"32985",2,7401685,1,75
