DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P8692S3A1
7254870;2;1;2;277,161727627587;2
7254915;1;1;1;13,4887566052948;1
7254915;2;1;2;13,4887566052948;2
7254916;1;1;1;11,5047663068939;1
7254916;2;1;2;11,5047663068939;2
7254923;1;1;1;10,7851783473354;1
7254923;2;1;2;10,7851783473354;2
7254942;1;1;1;16,5215316015256;1
7254942;2;1;2;16,5215316015256;2
7254993;1;1;1;104,378422917766;1
7254993;2;1;2;104,378422917766;4
7255007;1;1;1;102,562746860917;1
7255007;2;1;2;102,562746860917;2
7255208;1;1;1;47,1343966536719;1
7255208;2;1;2;47,1343966536719;2
7255212;1;1;1;38,7828645003424;1
7255212;2;1;2;38,7828645003424;2
7255263;1;1;1;107,119195511047;1
7255263;2;1;2;107,119195511047;2
7255275;1;1;1;236,544653335746;1
7255275;2;1;2;236,544653335746;2
7255279;1;1;1;193,753966016528;1
7255279;2;1;2;193,753966016528;2
7255375;1;1;1;236,900418339214;1
7255375;2;1;2;236,900418339214;2
7255376;1;1;1;280,983350778831;1
7255376;2;1;2;280,983350778831;2
7255518;1;1;1;1636,46138811792;1
7255518;2;1;2;1636,46138811792;2
7255520;1;1;1;1173,63360052716;1
7255520;2;1;2;1173,63360052716;2
7255524;1;1;1;1305,07060107448;1
7255524;2;1;2;1305,07060107448;2
7255528;1;1;1;1564,84480070288;1
7255528;2;1;2;1564,84480070288;2
7255530;1;1;1;1002,33581630184;1
7255530;2;1;2;1002,33581630184;2
7255549;1;1;1;1316,94683735544;1
7255549;2;1;2;1316,94683735544;2
