"P6040","DIRECTORIO","SECUENCIA_ENCUESTA","id","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19"
63,7335071,1,"7335071-1",94717,NA,NA,30734,30458,87944,76984,300804,30734,94717,30734,87944,NA,30734,NA
69,7335072,1,"7335072-1",94723,NA,NA,30735,30459,87949,76989,300815,30735,94723,30735,87949,NA,30735,NA
63,7335075,1,"7335075-1",94733,NA,NA,30738,30462,87957,76995,300838,30738,94733,30738,87957,NA,30738,NA
86,7335087,1,"7335087-1",94768,NA,NA,30750,30474,87988,77024,300948,30750,94768,30750,87988,NA,30750,NA
62,7335088,1,"7335088-1",94769,NA,NA,30751,30475,87989,77025,300957,30751,94769,30751,87989,NA,30751,NA
65,7335091,3,"7335091-3",94776,NA,NA,NA,NA,87996,77032,300986,NA,94776,NA,87996,NA,NA,NA
60,7335095,1,"7335095-1",94783,NA,NA,30757,30481,88003,77039,301025,30757,94783,30757,88003,NA,30757,NA
67,7335095,2,"7335095-2",94784,NA,NA,NA,NA,88004,77040,301026,NA,94784,NA,88004,NA,NA,NA
68,7335096,1,"7335096-1",94785,NA,NA,30758,30482,88005,77041,301035,30758,94785,30758,88005,NA,30758,NA
64,7335097,1,"7335097-1",94787,NA,8150,30759,30483,88007,77043,301046,30759,94787,30759,88007,NA,30759,NA
63,7335097,2,"7335097-2",94788,NA,8151,NA,NA,88008,77044,301047,NA,94788,NA,88008,NA,NA,NA
79,7335097,6,"7335097-6",94792,NA,NA,NA,NA,88011,77047,301051,NA,94792,NA,88011,NA,NA,NA
62,7335099,1,"7335099-1",94798,NA,NA,30761,30485,88016,77052,301081,30761,94798,30761,88016,NA,30761,NA
71,7335100,1,"7335100-1",94803,NA,NA,30762,30486,88020,77056,301094,30762,94803,30762,88020,NA,30762,NA
69,7335100,2,"7335100-2",94804,NA,NA,NA,NA,88021,77057,301095,NA,94804,NA,88021,NA,NA,NA
61,7335104,1,"7335104-1",94815,NA,NA,30765,30489,88031,77067,301135,30765,94815,30765,88031,NA,30765,NA
89,7335107,1,"7335107-1",94826,NA,8153,30767,30491,88040,77075,301155,30767,94826,30767,88040,NA,30767,NA
79,7335112,1,"7335112-1",94847,NA,NA,30773,30495,88056,77088,301233,30773,94847,30773,88056,NA,30773,NA
66,7335113,1,"7335113-1",94850,NA,8157,30774,30496,88059,77090,301243,30774,94850,30774,88059,NA,30774,NA
61,7335113,2,"7335113-2",94851,NA,NA,NA,NA,88060,77091,301244,NA,94851,NA,88060,NA,NA,NA
63,7335116,1,"7335116-1",94865,NA,NA,30777,30499,88073,77103,301287,30777,94865,30777,88073,NA,30777,NA
72,7335119,1,"7335119-1",94869,NA,NA,30779,30501,88076,77106,301319,30779,94869,30779,88076,NA,30779,NA
68,7335121,1,"7335121-1",94873,NA,NA,30780,30502,88080,77110,301333,30780,94873,30780,88080,NA,30780,NA
63,7335121,2,"7335121-2",94874,NA,NA,NA,NA,88081,77111,301334,NA,94874,NA,88081,NA,NA,NA
75,7335124,1,"7335124-1",94882,NA,NA,30783,30505,88088,77116,301371,30783,94882,30783,88088,NA,30783,NA
62,7335129,1,"7335129-1",94903,930,8162,30788,30510,88107,77134,301431,30788,94903,30788,88107,NA,30788,NA
60,7335129,2,"7335129-2",94904,NA,NA,NA,NA,88108,77135,301432,NA,94904,NA,88108,NA,NA,NA
67,7335130,1,"7335130-1",94914,NA,8163,30789,30511,88116,77140,301444,30789,94914,30789,88116,NA,30789,NA
67,7335130,2,"7335130-2",94915,NA,8164,NA,NA,88117,77141,301445,NA,94915,NA,88117,NA,NA,NA
84,7335132,1,"7335132-1",94929,NA,NA,30792,30513,88130,77149,301480,30792,94929,30792,88130,NA,30792,NA
77,7335132,2,"7335132-2",94930,NA,NA,NA,NA,88131,77150,301481,NA,94930,NA,88131,NA,NA,NA
81,7335134,1,"7335134-1",94937,NA,NA,30794,30515,88138,77157,301500,30794,94937,30794,88138,NA,30794,NA
80,7335134,2,"7335134-2",94938,NA,NA,NA,NA,88139,77158,301501,NA,94938,NA,88139,NA,NA,NA
68,7335137,1,"7335137-1",94943,931,8165,30797,30518,88144,77163,301539,30797,94943,30797,88144,NA,30797,NA
61,7335137,2,"7335137-2",94944,NA,8166,NA,NA,88145,77164,301540,NA,94944,NA,88145,NA,NA,NA
78,7335139,1,"7335139-1",94955,NA,NA,30799,30520,88156,77171,301573,30799,94955,30799,88156,NA,30799,NA
60,7335140,1,"7335140-1",94959,NA,NA,30800,30521,88158,77173,301583,30800,94959,30800,88158,NA,30800,NA
69,7335143,1,"7335143-1",94976,NA,NA,30804,30524,88173,77181,301629,30804,94976,30804,88173,NA,30804,NA
63,7335145,1,"7335145-1",94982,NA,NA,30806,30526,88178,77186,301652,30806,94982,30806,88178,NA,30806,NA
81,7335146,6,"7335146-6",94993,NA,NA,NA,NA,88188,77195,301670,NA,94993,NA,88188,NA,NA,NA
70,7335148,6,"7335148-6",95005,NA,NA,NA,NA,88199,77202,301693,NA,95005,NA,88199,NA,NA,NA
67,7335149,1,"7335149-1",95006,NA,8175,30810,30530,88200,77203,301698,30810,95006,30810,88200,NA,30810,NA
66,7335152,1,"7335152-1",95019,NA,NA,30813,30533,88212,77212,301736,30813,95019,30813,88212,NA,30813,NA
62,7335152,2,"7335152-2",95020,NA,NA,NA,NA,88213,77213,301737,NA,95020,NA,88213,NA,NA,NA
86,7335159,2,"7335159-2",95044,NA,NA,NA,NA,88234,77231,301798,NA,95044,NA,88234,NA,NA,NA
74,7335162,3,"7335162-3",95054,NA,NA,NA,NA,88243,77240,301829,NA,95054,NA,88243,NA,NA,NA
64,7335166,1,"7335166-1",95065,NA,NA,30826,30546,88251,77247,301873,30826,95065,30826,88251,NA,30826,NA
64,7335166,2,"7335166-2",95066,NA,NA,NA,NA,88252,77248,301874,NA,95066,NA,88252,NA,NA,NA
63,7335168,1,"7335168-1",95073,NA,NA,30828,30548,88259,77253,301892,30828,95073,30828,88259,NA,30828,NA
78,7335170,1,"7335170-1",95079,NA,NA,30830,30550,88265,77259,301914,30830,95079,30830,88265,NA,30830,NA
63,7335177,1,"7335177-1",95098,NA,NA,30837,30557,88283,77275,301980,30837,95098,30837,88283,NA,30837,NA
78,7335184,1,"7335184-1",95120,NA,NA,30844,30564,88303,77289,302047,30844,95120,30844,88303,NA,30844,NA
76,7335187,3,"7335187-3",95129,NA,NA,NA,NA,88311,77296,302071,NA,95129,NA,88311,NA,NA,NA
72,7335192,1,"7335192-1",95137,NA,NA,30851,30571,88316,77301,302105,30851,95137,30851,88316,NA,30851,NA
67,7335192,2,"7335192-2",95138,NA,NA,NA,NA,88317,77302,302106,NA,95138,NA,88317,NA,NA,NA
60,7335197,1,"7335197-1",95149,NA,NA,30855,30575,88327,77311,302134,30855,95149,30855,88327,NA,30855,NA
61,7335201,1,"7335201-1",95159,NA,NA,30858,30578,88336,77318,302162,30858,95159,30858,88336,NA,30858,NA
63,7335205,1,"7335205-1",95171,NA,NA,30861,30581,88348,77330,302207,30861,95171,30861,88348,NA,30861,NA
68,7335212,1,"7335212-1",95193,NA,NA,30868,30588,88367,77345,302277,30868,95193,30868,88367,NA,30868,NA
68,7335221,1,"7335221-1",95215,NA,NA,30876,30596,88388,77363,302382,30876,95215,30876,88388,NA,30876,NA
65,7335229,1,"7335229-1",95231,NA,8190,30884,30604,88402,77376,302464,30884,95231,30884,88402,NA,30884,NA
62,7335236,1,"7335236-1",95249,NA,NA,30888,30608,88417,77389,302518,30888,95249,30888,88417,NA,30888,NA
69,7335239,2,"7335239-2",95255,NA,NA,NA,NA,88422,77394,302560,NA,95255,NA,88422,NA,NA,NA
74,7335243,1,"7335243-1",95262,NA,NA,30894,30614,88428,77399,302594,30894,95262,30894,88428,NA,30894,NA
61,7335249,1,"7335249-1",95270,NA,NA,30898,30618,88436,77407,302613,30898,95270,30898,88436,NA,30898,NA
63,7335256,1,"7335256-1",95273,NA,NA,30899,30619,88439,77409,302614,30899,95273,30899,88439,NA,30899,NA
63,7335265,1,"7335265-1",95291,NA,NA,30906,30626,88456,77425,302672,30906,95291,30906,88456,NA,30906,NA
63,7335272,2,"7335272-2",95304,NA,NA,NA,NA,88467,77434,NA,NA,95304,NA,88467,NA,NA,NA
63,7335274,1,"7335274-1",95306,NA,NA,30912,30632,88469,77436,302692,30912,95306,30912,88469,NA,30912,NA
61,7335275,1,"7335275-1",95309,NA,NA,30913,30633,88472,77439,302698,30913,95309,30913,88472,NA,30913,NA
67,7335276,1,"7335276-1",95310,NA,NA,30914,30634,88473,77440,302700,30914,95310,30914,88473,NA,30914,NA
74,7335278,1,"7335278-1",95313,NA,NA,30915,30635,88475,77442,302701,30915,95313,30915,88475,NA,30915,NA
60,7335281,1,"7335281-1",95317,NA,NA,30918,30638,88479,77446,302704,30918,95317,30918,88479,NA,30918,NA
62,7335281,2,"7335281-2",95318,NA,NA,NA,NA,88480,77447,302705,NA,95318,NA,88480,NA,NA,NA
66,7335282,1,"7335282-1",95319,NA,NA,30919,30639,88481,77448,302709,30919,95319,30919,88481,NA,30919,NA
65,7335282,2,"7335282-2",95320,NA,NA,NA,NA,88482,77449,NA,NA,95320,NA,88482,NA,NA,NA
71,7335283,1,"7335283-1",95322,NA,NA,30920,30640,88484,77451,NA,30920,95322,30920,88484,NA,30920,NA
68,7335284,3,"7335284-3",95330,NA,NA,NA,NA,88491,77458,302712,NA,95330,NA,88491,NA,NA,NA
72,7335298,1,"7335298-1",95344,NA,NA,30927,30647,88505,77471,302753,30927,95344,30927,88505,NA,30927,NA
61,7335301,1,"7335301-1",95354,936,NA,30931,30650,88514,77480,302803,30931,95354,30931,88514,2982,30931,NA
62,7335302,1,"7335302-1",95356,937,NA,30932,30651,88516,77482,302814,30932,95356,30932,88516,2984,30932,NA
67,7335302,2,"7335302-2",95357,NA,NA,NA,NA,88517,77483,302815,NA,95357,NA,88517,2985,NA,NA
63,7335303,1,"7335303-1",95358,938,NA,30933,30652,88518,77484,302826,30933,95358,30933,88518,NA,30933,NA
62,7335305,1,"7335305-1",95359,NA,NA,30934,30653,88519,77485,302832,30934,95359,30934,88519,NA,30934,NA
63,7335305,2,"7335305-2",95360,NA,NA,NA,NA,88520,77486,302833,NA,95360,NA,88520,NA,NA,NA
66,7335309,1,"7335309-1",95362,NA,NA,30936,30655,88522,77488,302846,30936,95362,30936,88522,NA,30936,NA
69,7335312,1,"7335312-1",95368,939,NA,30939,30658,88528,77493,302861,30939,95368,30939,88528,NA,30939,NA
73,7335319,1,"7335319-1",95378,NA,NA,30944,30663,88537,77502,302899,30944,95378,30944,88537,NA,30944,NA
64,7335319,2,"7335319-2",95379,NA,NA,NA,NA,88538,77503,302900,NA,95379,NA,88538,NA,NA,NA
73,7335320,1,"7335320-1",95380,NA,NA,30945,30664,88539,77504,302905,30945,95380,30945,88539,NA,30945,NA
68,7335320,2,"7335320-2",95381,NA,NA,NA,NA,88540,77505,302906,NA,95381,NA,88540,NA,NA,NA
69,7335320,3,"7335320-3",95382,NA,NA,NA,NA,88541,77506,302907,NA,95382,NA,88541,NA,NA,NA
73,7335326,1,"7335326-1",95388,NA,NA,30948,30667,88547,77511,302937,30948,95388,30948,88547,NA,30948,NA
61,7335326,2,"7335326-2",95389,NA,NA,NA,NA,88548,77512,302938,NA,95389,NA,88548,NA,NA,NA
61,7335328,2,"7335328-2",95394,NA,NA,NA,NA,88553,77517,302942,NA,95394,NA,88553,NA,NA,NA
91,7335330,1,"7335330-1",95395,NA,NA,30950,30669,88554,77518,302954,30950,95395,30950,88554,NA,30950,NA
78,7335331,1,"7335331-1",95397,NA,NA,30951,30670,88556,77520,302958,30951,95397,30951,88556,NA,30951,NA
70,7335331,2,"7335331-2",95398,NA,NA,NA,NA,88557,77521,302959,NA,95398,NA,88557,NA,NA,NA
72,7335332,3,"7335332-3",95402,NA,NA,NA,NA,88561,77525,302965,NA,95402,NA,88561,NA,NA,NA
85,7335335,1,"7335335-1",95409,NA,NA,30954,30673,88567,77530,302989,30954,95409,30954,88567,NA,30954,NA
62,7335350,2,"7335350-2",95434,NA,NA,30964,NA,88589,77550,303067,30964,95434,30964,88589,NA,30964,NA
77,7335351,1,"7335351-1",95440,NA,8198,30965,30683,88593,77554,303086,30965,95440,30965,88593,NA,30965,NA
78,7335352,4,"7335352-4",95450,NA,NA,NA,NA,88603,77564,303124,NA,95450,NA,88603,NA,NA,NA
60,7335357,1,"7335357-1",95451,NA,NA,30969,30685,88604,77565,303126,30969,95451,30969,88604,NA,30969,NA
71,7335364,4,"7335364-4",95455,NA,NA,NA,NA,88608,77568,NA,NA,95455,NA,88608,NA,NA,NA
64,7335368,1,"7335368-1",95465,NA,NA,30974,30690,88615,77575,303157,30974,95465,30974,88615,NA,30974,NA
60,7335368,2,"7335368-2",95466,NA,NA,NA,NA,88616,77576,303158,NA,95466,NA,88616,NA,NA,NA
60,7335380,1,"7335380-1",95491,940,NA,30980,30696,88638,77593,303196,30980,95491,30980,88638,NA,30980,NA
77,7335395,1,"7335395-1",95519,NA,NA,30987,30703,88665,77616,303249,30987,95519,30987,88665,2986,30987,NA
66,7335395,2,"7335395-2",95520,NA,NA,NA,NA,88666,77617,303250,NA,95520,NA,88666,2987,NA,NA
89,7335396,1,"7335396-1",95521,NA,NA,30988,30704,88667,77618,303252,30988,95521,30988,88667,2988,30988,NA
77,7335396,2,"7335396-2",95522,NA,NA,NA,NA,88668,77619,303253,NA,95522,NA,88668,2989,NA,NA
67,7335400,1,"7335400-1",95523,NA,NA,30989,30705,88669,77620,303255,30989,95523,30989,88669,NA,30989,NA
67,7335403,1,"7335403-1",95524,NA,NA,30990,30706,88670,77621,303257,30990,95524,30990,88670,NA,30990,NA
66,7335403,2,"7335403-2",95525,NA,NA,NA,NA,88671,77622,303258,NA,95525,NA,88671,NA,NA,NA
75,7335404,1,"7335404-1",95526,NA,NA,30991,30707,88672,77623,303264,30991,95526,30991,88672,NA,30991,NA
67,7335404,2,"7335404-2",95527,NA,NA,NA,NA,88673,77624,303265,NA,95527,NA,88673,NA,NA,NA
77,7335405,1,"7335405-1",95528,NA,NA,30992,30708,88674,77625,303268,30992,95528,30992,88674,NA,30992,NA
72,7335406,1,"7335406-1",95529,941,NA,30993,30709,88675,77626,303272,30993,95529,30993,88675,NA,30993,NA
84,7335407,1,"7335407-1",95531,NA,NA,30994,30710,88677,77628,303276,30994,95531,30994,88677,NA,30994,NA
78,7335407,2,"7335407-2",95532,NA,NA,NA,NA,88678,77629,303277,NA,95532,NA,88678,NA,NA,NA
68,7335411,1,"7335411-1",95547,942,NA,30998,30714,88690,77640,303293,30998,95547,30998,88690,NA,30998,NA
69,7335411,2,"7335411-2",95548,NA,NA,NA,NA,88691,77641,303294,NA,95548,NA,88691,NA,NA,NA
68,7335413,1,"7335413-1",95553,NA,NA,31000,30716,88696,77645,303299,31000,95553,31000,88696,NA,31000,NA
88,7335422,1,"7335422-1",95582,NA,NA,31009,30725,88724,77669,303337,31009,95582,31009,88724,NA,31009,NA
62,7335426,1,"7335426-1",95591,944,NA,31013,30729,88731,77676,303350,31013,95591,31013,88731,NA,31013,NA
63,7335431,2,"7335431-2",95604,NA,NA,NA,NA,88741,77685,303367,NA,95604,NA,88741,NA,NA,NA
64,7335448,5,"7335448-5",95641,NA,NA,NA,NA,88776,77716,NA,NA,95641,NA,88776,NA,NA,NA
79,7335455,1,"7335455-1",95656,NA,NA,31035,30751,88790,77729,303412,31035,95656,31035,88790,NA,31035,NA
69,7335460,1,"7335460-1",95668,NA,NA,31038,30754,88802,77738,303428,31038,95668,31038,88802,NA,31038,NA
69,7335460,2,"7335460-2",95669,NA,NA,NA,NA,88803,77739,303429,NA,95669,NA,88803,NA,NA,NA
75,7335461,1,"7335461-1",95671,NA,NA,31039,30755,88805,77741,303436,31039,95671,31039,88805,NA,31039,NA
69,7335461,5,"7335461-5",95675,NA,NA,NA,NA,88808,77743,303440,NA,95675,NA,88808,NA,NA,NA
72,7335470,1,"7335470-1",95698,NA,NA,31048,30764,88829,77758,303486,31048,95698,31048,88829,NA,31048,NA
60,7335475,1,"7335475-1",95709,NA,NA,31051,30767,88838,77767,303498,31051,95709,31051,88838,NA,31051,NA
61,7335475,2,"7335475-2",95710,NA,NA,NA,NA,88839,77768,303499,NA,95710,NA,88839,NA,NA,NA
69,7335476,1,"7335476-1",95711,NA,NA,31052,30768,88840,77769,303501,31052,95711,31052,88840,NA,31052,NA
63,7335476,2,"7335476-2",95712,NA,NA,NA,NA,88841,77770,303502,NA,95712,NA,88841,NA,NA,NA
61,7335477,1,"7335477-1",95716,NA,NA,31053,30769,88844,77773,303514,31053,95716,31053,88844,NA,31053,NA
69,7335483,1,"7335483-1",95743,NA,NA,31059,30775,88868,77793,303608,31059,95743,31059,88868,NA,31059,NA
75,7335483,2,"7335483-2",95744,NA,NA,NA,NA,88869,77794,303609,NA,95744,NA,88869,NA,NA,NA
62,7335488,5,"7335488-5",95761,NA,NA,NA,NA,88886,77809,303669,NA,95761,NA,88886,NA,NA,NA
63,7335497,1,"7335497-1",95784,NA,NA,31070,30786,88906,77826,303772,31070,95784,31070,88906,NA,31070,NA
70,7335497,2,"7335497-2",95785,NA,NA,NA,NA,88907,77827,303773,NA,95785,NA,88907,NA,NA,NA
80,7335504,1,"7335504-1",95824,NA,NA,31077,30793,88943,77855,303871,31077,95824,31077,88943,NA,31077,NA
81,7335504,2,"7335504-2",95825,NA,NA,NA,NA,88944,77856,303872,NA,95825,NA,88944,NA,NA,NA
60,7335504,3,"7335504-3",95826,NA,NA,NA,NA,88945,77857,303873,NA,95826,NA,88945,NA,NA,NA
75,7335507,2,"7335507-2",95837,NA,NA,NA,NA,88955,77865,303921,NA,95837,NA,88955,NA,NA,NA
64,7335512,1,"7335512-1",95852,NA,NA,31085,30801,88967,77876,303997,31085,95852,31085,88967,NA,31085,NA
70,7335514,1,"7335514-1",95855,NA,NA,31087,30803,88970,77879,304015,31087,95855,31087,88970,NA,31087,NA
69,7335517,1,"7335517-1",95860,NA,NA,31089,30805,88974,77882,304022,31089,95860,31089,88974,NA,31089,NA
67,7335518,1,"7335518-1",95863,NA,8230,31090,30806,88977,77885,304028,31090,95863,31090,88977,NA,31090,NA
61,7335518,2,"7335518-2",95864,NA,NA,NA,NA,88978,77886,304029,NA,95864,NA,88978,NA,NA,NA
83,7335519,1,"7335519-1",95869,NA,NA,31091,30807,88982,77890,304031,31091,95869,31091,88982,NA,31091,NA
79,7335521,1,"7335521-1",95880,NA,NA,31093,30809,88992,77900,304035,31093,95880,31093,88992,NA,31093,NA
71,7335521,2,"7335521-2",95881,NA,NA,NA,NA,88993,77901,304036,NA,95881,NA,88993,NA,NA,NA
62,7335524,1,"7335524-1",95887,NA,NA,31096,30812,88999,77907,NA,31096,95887,31096,88999,NA,31096,NA
71,7335524,2,"7335524-2",95888,NA,NA,NA,NA,89000,77908,NA,NA,95888,NA,89000,NA,NA,NA
65,7335525,1,"7335525-1",95889,NA,8231,31097,30813,89001,77909,304047,31097,95889,31097,89001,NA,31097,NA
66,7335525,2,"7335525-2",95890,NA,NA,NA,NA,89002,77910,304048,NA,95890,NA,89002,NA,NA,NA
71,7335530,1,"7335530-1",95898,NA,8232,31100,30816,89010,77916,304057,31100,95898,31100,89010,NA,31100,NA
60,7335530,2,"7335530-2",95899,NA,NA,NA,NA,89011,77917,304058,NA,95899,NA,89011,NA,NA,NA
90,7335530,9,"7335530-9",95906,NA,NA,NA,NA,89018,77924,NA,NA,95906,NA,89018,NA,NA,NA
77,7335540,2,"7335540-2",95931,NA,NA,NA,NA,89039,77942,304088,NA,95931,NA,89039,NA,NA,NA
69,7335543,1,"7335543-1",95937,NA,NA,31109,30825,89043,77946,304099,31109,95937,31109,89043,NA,31109,NA
69,7335543,2,"7335543-2",95938,NA,NA,NA,NA,89044,77947,304100,NA,95938,NA,89044,NA,NA,NA
68,7335546,1,"7335546-1",95944,NA,NA,31112,30828,89050,77953,304109,31112,95944,31112,89050,NA,31112,NA
63,7335546,4,"7335546-4",95947,NA,NA,NA,NA,89053,77955,NA,NA,95947,NA,89053,NA,NA,NA
72,7335556,1,"7335556-1",95976,NA,NA,31121,30837,89078,77978,304186,31121,95976,31121,89078,NA,31121,NA
70,7335556,2,"7335556-2",95977,NA,NA,NA,NA,89079,77979,304187,NA,95977,NA,89079,NA,NA,NA
60,7335557,1,"7335557-1",95981,NA,8243,31122,30838,89083,77983,304196,31122,95981,31122,89083,NA,31122,NA
65,7335558,1,"7335558-1",95985,NA,8244,31123,30839,89086,77985,304210,31123,95985,31123,89086,NA,31123,NA
63,7335558,2,"7335558-2",95986,NA,NA,NA,NA,89087,77986,304211,NA,95986,NA,89087,NA,NA,NA
77,7335559,1,"7335559-1",95989,NA,NA,31124,30840,89090,77989,304221,31124,95989,31124,89090,NA,31124,NA
65,7335564,1,"7335564-1",96004,NA,NA,31129,30845,89105,78001,304278,31129,96004,31129,89105,NA,31129,NA
65,7335564,2,"7335564-2",96005,NA,NA,NA,NA,89106,78002,304279,NA,96005,NA,89106,NA,NA,NA
93,7335567,1,"7335567-1",96012,NA,NA,31131,30847,89113,78007,304304,31131,96012,31131,89113,NA,31131,NA
61,7335567,2,"7335567-2",96013,NA,NA,NA,NA,89114,78008,304305,NA,96013,NA,89114,NA,NA,NA
60,7335569,1,"7335569-1",96020,NA,NA,31133,30849,89120,78013,304326,31133,96020,31133,89120,3006,31133,NA
69,7335571,1,"7335571-1",96027,NA,NA,31135,30851,89127,78019,304351,31135,96027,31135,89127,NA,31135,NA
61,7335571,2,"7335571-2",96028,NA,NA,NA,NA,89128,78020,304352,NA,96028,NA,89128,NA,NA,NA
87,7335571,3,"7335571-3",96029,NA,NA,NA,NA,89129,78021,304353,NA,96029,NA,89129,NA,NA,NA
66,7335573,1,"7335573-1",96034,NA,NA,31137,30853,89134,78024,304371,31137,96034,31137,89134,NA,31137,NA
62,7335573,2,"7335573-2",96035,NA,NA,NA,NA,89135,78025,304372,NA,96035,NA,89135,NA,NA,NA
75,7335575,1,"7335575-1",96037,NA,NA,31139,30855,89137,78027,304387,31139,96037,31139,89137,NA,31139,NA
75,7335575,2,"7335575-2",96038,NA,NA,NA,NA,89138,78028,304388,NA,96038,NA,89138,NA,NA,NA
68,7335583,1,"7335583-1",96057,NA,NA,31147,30863,89157,78042,304462,31147,96057,31147,89157,NA,31147,NA
62,7335583,2,"7335583-2",96058,NA,NA,NA,NA,89158,78043,304463,NA,96058,NA,89158,NA,NA,NA
75,7335597,1,"7335597-1",96089,NA,NA,31159,30875,89186,78068,304577,31159,96089,31159,89186,NA,31159,NA
76,7335597,2,"7335597-2",96090,NA,NA,NA,NA,89187,78069,304578,NA,96090,NA,89187,NA,NA,NA
80,7335598,1,"7335598-1",96091,NA,NA,31160,30876,89188,78070,304586,31160,96091,31160,89188,NA,31160,NA
69,7335616,1,"7335616-1",96141,NA,NA,31177,30893,89235,78109,304749,31177,96141,31177,89235,NA,31177,NA
68,7335618,1,"7335618-1",96142,NA,NA,31178,30894,89236,78110,304762,31178,96142,31178,89236,NA,31178,NA
69,7335618,4,"7335618-4",96145,NA,NA,NA,NA,89239,78113,304765,NA,96145,NA,89239,NA,NA,NA
76,7335621,1,"7335621-1",96150,NA,NA,31181,30897,89243,78117,304779,31181,96150,31181,89243,NA,31181,NA
62,7335621,2,"7335621-2",96151,NA,NA,NA,NA,89244,78118,304780,NA,96151,NA,89244,NA,NA,NA
71,7335623,2,"7335623-2",96157,NA,NA,NA,NA,89250,78124,304810,NA,96157,NA,89250,NA,NA,NA
61,7335625,1,"7335625-1",96165,NA,NA,31185,30901,89257,78131,304824,31185,96165,31185,89257,NA,31185,NA
68,7335625,2,"7335625-2",96166,NA,NA,NA,NA,89258,78132,304825,NA,96166,NA,89258,NA,NA,NA
67,7335626,1,"7335626-1",96167,NA,8267,31186,30902,89259,78133,304836,31186,96167,31186,89259,NA,31186,NA
78,7335627,1,"7335627-1",96171,NA,NA,31187,30903,89263,78137,304850,31187,96171,31187,89263,NA,31187,NA
80,7335628,2,"7335628-2",96177,NA,NA,NA,NA,89268,78142,304853,NA,96177,NA,89268,NA,NA,NA
68,7335629,1,"7335629-1",96179,NA,NA,31189,30905,89270,78144,304864,31189,96179,31189,89270,NA,31189,NA
61,7335630,1,"7335630-1",96180,NA,NA,31190,30906,89271,78145,304865,31190,96180,31190,89271,NA,31190,NA
76,7335640,1,"7335640-1",96207,NA,NA,31200,30916,89295,78166,NA,31200,96207,31200,89295,NA,31200,NA
81,7335645,1,"7335645-1",96224,NA,NA,31205,30921,89311,78179,305002,31205,96224,31205,89311,NA,31205,NA
69,7335645,4,"7335645-4",96227,NA,NA,NA,NA,89314,78182,NA,NA,96227,NA,89314,NA,NA,NA
63,7335651,1,"7335651-1",96244,NA,NA,31210,30926,89330,78194,305045,31210,96244,31210,89330,NA,31210,NA
73,7335658,1,"7335658-1",96264,NA,NA,31216,30932,89348,78206,305106,31216,96264,31216,89348,NA,31216,NA
65,7335664,1,"7335664-1",96287,NA,NA,31222,30938,89369,78225,305153,31222,96287,31222,89369,NA,31222,NA
64,7335664,2,"7335664-2",96288,NA,NA,NA,NA,89370,78226,305154,NA,96288,NA,89370,NA,NA,NA
79,7335667,1,"7335667-1",96294,NA,NA,31224,30940,89375,78231,305168,31224,96294,31224,89375,3012,31224,NA
78,7335667,2,"7335667-2",96295,NA,NA,NA,NA,89376,78232,305169,NA,96295,NA,89376,3013,NA,NA
84,7335668,1,"7335668-1",96299,NA,NA,31225,30941,89380,78235,305183,31225,96299,31225,89380,NA,31225,NA
84,7335671,1,"7335671-1",96311,NA,NA,31228,30944,89391,78241,305215,31228,96311,31228,89391,NA,31228,NA
70,7335675,1,"7335675-1",96325,953,8306,31232,30948,89404,78250,305259,31232,96325,31232,89404,NA,31232,NA
67,7335676,1,"7335676-1",96330,NA,NA,31233,30949,89409,78255,305270,31233,96330,31233,89409,NA,31233,NA
70,7335685,1,"7335685-1",96357,954,8315,31242,30958,89435,78278,305373,31242,96357,31242,89435,NA,31242,NA
76,7335687,1,"7335687-1",96365,NA,8317,31244,30960,89443,78285,305390,31244,96365,31244,89443,NA,31244,NA
79,7335687,2,"7335687-2",96366,NA,8318,NA,NA,89444,78286,305391,NA,96366,NA,89444,NA,NA,NA
63,7335688,1,"7335688-1",96370,955,NA,31245,30961,89447,78288,305399,31245,96370,31245,89447,NA,31245,NA
60,7335690,1,"7335690-1",96376,NA,NA,31247,30963,89452,78292,305409,31247,96376,31247,89452,NA,31247,NA
60,7335692,1,"7335692-1",96380,NA,NA,31249,30965,89456,78296,305421,31249,96380,31249,89456,NA,31249,NA
65,7335707,1,"7335707-1",96438,961,NA,31264,30980,89512,78343,305578,31264,96438,31264,89512,NA,31264,NA
73,7335708,1,"7335708-1",96440,962,8327,31265,30981,89514,78345,305588,31265,96440,31265,89514,NA,31265,NA
72,7335710,1,"7335710-1",96450,NA,NA,31267,30983,89523,78352,305606,31267,96450,31267,89523,NA,31267,NA
70,7335710,2,"7335710-2",96451,NA,NA,NA,NA,89524,78353,305607,NA,96451,NA,89524,NA,NA,NA
62,7335713,1,"7335713-1",96457,NA,8329,31270,30986,89530,78358,305625,31270,96457,31270,89530,NA,31270,NA
68,7335717,1,"7335717-1",96470,NA,8334,31274,30990,89542,78369,305659,31274,96470,31274,89542,NA,31274,NA
64,7335717,2,"7335717-2",96471,NA,NA,NA,NA,89543,78370,305660,NA,96471,NA,89543,NA,NA,NA
86,7335727,1,"7335727-1",96501,NA,NA,31283,30999,89572,78395,305762,31283,96501,31283,89572,NA,31283,NA
66,7335737,1,"7335737-1",96511,NA,NA,31286,31002,89581,78403,305786,31286,96511,31286,89581,NA,31286,NA
